English,Mon,Original_Definition
Be alike,သၟုၚ်,"2 (v) resemble, be alike, bear a likeness, be similar in appearance. [id.] တုပ် (adj) same, similar."
Be alive,ဂျိုၚ်,"(v) to live, be alive."
Be alive with a teeming crowd,စေဝ်,"3 (v) be alive with a teeming crowd, be well-attended, be prosperous. [id] စေဝ်ၜေတ်ဒၠေတ်။"
Be all smiles,အီဂြိုၚ်,(v) be all smiles.
Be alongside,ဗဒ,"(v) to take refuge in, to adhere, to hide, to learn, be alongside, set alongside, stay alongside, depend on, come up alongside. [id] ဗ္ဒ။"
Be amazed,တမေၚ်,"1 (v) to wonder, be amazed, to give cause for wonder, be amazing, remarkable, unusual. [id] တၟေၚ်။    ကမၠောန်သိုၚ်လဝ်ဂၠံက်ကွဳဓါတ်အသၟဝ်တိဂှ်တၟေၚ်ကွေံ (v) the construction of the underground is truly amazing.    မုဒှ်သာ်လဵုဍေံဟွံကၠုၚ်ဂှ်အဲတၟေၚ်ကွေံရ (v) I cannot think why he has not come.    မၞးတၟေၚ်ပ္ဍဲစိုတ်မၞးဟာ (v) I dare say you are amazed.    တၟေၚ်တၟဟ် (v) to be remarkable, amazing {difference}."
Be amazed,တၟေၚ်,"(v) be unusual, be strange, be wonderful, be extraordinary, be different, be devious, be amazed, to give cause for wonder, be amazing, remarkable."
Be amazing,တမေၚ်,"1 (v) to wonder, be amazed, to give cause for wonder, be amazing, remarkable, unusual. [id] တၟေၚ်။    ကမၠောန်သိုၚ်လဝ်ဂၠံက်ကွဳဓါတ်အသၟဝ်တိဂှ်တၟေၚ်ကွေံ (v) the construction of the underground is truly amazing.    မုဒှ်သာ်လဵုဍေံဟွံကၠုၚ်ဂှ်အဲတၟေၚ်ကွေံရ (v) I cannot think why he has not come.    မၞးတၟေၚ်ပ္ဍဲစိုတ်မၞးဟာ (v) I dare say you are amazed.    တၟေၚ်တၟဟ် (v) to be remarkable, amazing {difference}."
Be amazing,တၟေၚ်,"(v) be unusual, be strange, be wonderful, be extraordinary, be different, be devious, be amazed, to give cause for wonder, be amazing, remarkable."
Be amusing,ဇွောံသ္ဒးဂြိုၚ်စခိုဟ်,"(v) be funny, be amusing, be ridiculous."
Be anaemic.  ဇြဟတ်ဆီအောန်။,ဓတ်ဆီအောန်,(v) be anaemic. [id] ဇြဟတ်ဆီအောန်။
Be anxious,ဂွိၚ်,"(v) to worry, be anxious, concerned {ကဵု about, for}."
Be anxious,ဒွိၚ်,"(v) to worry, be anxious, concerned, to be fearful ကဵု(ဝ်) about, for."
Be aromatic,မောဝ်ဇဝ်,(v) be aromatic.
Be arrogant,ဗ္ၜူမာန်,"(v) to be proud, be conceited, be arrogant."
Be as usual.  တေၚ်မံၚ်။,တေၚ်,2 (v) be as usual. [id] တေၚ်မံၚ်။
Be askew,ဆေတ်,"1 (v) slant, slope, lean, tilt, be askew, be oblique."
Be askew,ဒစေၚ်,"(v) to lean, to be out of the square, to be tilted, to tilt, incline, slant, slope, lean, tilt, be askew."
Be askew,ဝေက်,"2 (v) slant, be askew, be out of shape, be awry. [id.] ဝေက်ၜေဲ(ယ်)။"
Be askew.  ဗဲဒွေၚ်၊ ဗဲဗၠေၚ်၊ ဗၠေၚ်ဗၠေၚ်၊ ဗၠေတ်ဗၠေတ်။,ဗဲ,"(v) slant, slope, learn, tilt, be askew. [id] ဗဲဒွေၚ်၊ ဗဲဗၠေၚ်၊ ဗၠေၚ်ဗၠေၚ်၊ ဗၠေတ်ဗၠေတ်။"
Be askew.  ဗဲဒွေၚ်၊ ဗဲဗၠေၚ်၊ ဗၠေၚ်ဗၠေၚ်၊ ဗၠေတ်ဗၠေတ်။,ဗယ်,"(v) slant, slope, learn, tilt, be askew. [id] ဗဲဒွေၚ်၊ ဗဲဗၠေၚ်၊ ဗၠေၚ်ဗၠေၚ်၊ ဗၠေတ်ဗၠေတ်။"
Be at arm's length,ဟောဝ်ရပ်,"ဟောဝ်ရပ်စိုပ် (v) be within reach, be at arm's length, be within the compass of one's comprehension."
Be at death,မတ်ဗၠိုက်တိုန်,"(v) show the white of the eyes {as in sudden fright or when nearly death}, be at death, be in a very serious predicament."
Be at death’s door,ခၟၚ်ခိုၚ်,"(v) be at death’s door, lock jaw."
Be at hand.  ဆိုက်၊ ဆိုက်တန်၊ ဟွံတုဲဏီ။,ဆိုက်ညောန်,"(v) to be near {at hand}, be at hand. [id] ဆိုက်၊ ဆိုက်တန်၊ ဟွံတုဲဏီ။"
Be at peace,သ္ၚဳဂၠိပ်,"(v) be at peace, to look intently. [id.] သ္ၚဳဂၠေပ်၊ သ္ၚေဝ်ဂၠိပ်၊ သ္ၚေၚ်ဂၠေပ်၊ သ္ၚေဝ်လလံ(မ်)။"
Be at work.  ကၠောန်ကမၠောန်။,ကလောန်,"ကၠောန်ကလောန် (v) to work, be at work. [id] ကၠောန်ကမၠောန်။"
Be attached,ထဏေန်,"(v) to adhere, be attached, to stick, to hold. [id] ထၞေန်။"
Be attached,ထနေန်,"ထဏေန် (v) to adhere, be attached, to stick, to hold."
Be attached,ထၞေန်,"(v) to adhere, be attached."
Be attached.  ခၞေန်၊ ထၞေန်။,ခဏေန်,"(v) to adhere, be attached. [id] ခၞေန်၊ ထၞေန်။"
Be attractive in appearance,မုက်မတ်ကျေဝ်,"(v) be attractive in appearance, enjoy approbation."
Be attractive in appearance,မုက်မတ်ယး,"(v) be attractive in appearance, enjoy approbation."
Be auspicious,လာပ်ခိုဟ်,"(v) have a lucky break, be auspicious."
Be aware of,သ္ပသ္တိ,"(v) be mindful, be aware of."
Be awed,လျဟ်တဲ,"(v) to shake the hand, express amazement by flicking one's hand vigorously, marvel, show amazement, be awed."
Be awry,ဖအေၚ်,"1 (v) to be askew, to be out of shape, be awry."
Be awry.  ဝေက်ၜေဲ။,ဝေက်,"2 (v) slant, be askew, be out of shape, be awry. [id.] ဝေက်ၜေဲ(ယ်)။"
Be bad,ကြံ,"ကြမ် (v) to behave badly, be bad, of bad character, to be ungovernable. In adverbial position, to do badly."
Be bad nature,စိုတ်ပရေံ,(v) be bad nature.
Be badly swollen,ကလံၚ်,"(v) to be swollen, be badly swollen."
Be balanced,ကိတ်ကဵုဂၠးမုက်ဍာ်,"(v) be level, be up to a set record, be balanced."
Be based on,တန်တဴ,"(v) depend on, be based on, exist, abide by, stand by."
Be basic to,စှ်ေပဓါန,"(v) be essential, be fundamental, be basic to, be a decisive factor."
Be behind time,ခေတ်တ္ၜက်,"(n) be behind time, be out-of-date."
Be behind times,ခေတ်,"ဟွံဂတာပ်ခေတ် (v) be behind times, be out-of-date."
Be belated,ဇမၠိၚ်သ္ၚောဲ,"(v) procrastinate, be delayed, drag {it} out, take a long time, be a long time {since}, to be distant, be belated, coming very late or too late."
Be beside oneself with excitement.  မံၚ်ဟွံဒး။,မံၚ်ဟွံတန်,(v) be beside oneself with excitement. [id] မံၚ်ဟွံဒး။
Be betrayed by one's trusted person or confidant.  မၞိဟ်အပ္ဍဲဂစိုတ်။,မၞိဟ်ပတှ်ေဂစိုတ်,(n) be betrayed by one's trusted person or confidant. [id.] မၞိဟ်အပ္ဍဲဂစိုတ်။
Be better than others in social dealings,သာတုဲဒးရးပ္ဍဲပရေၚ်မၞိဟ်,(v) be better than others in social dealings.
Be better.  သက်သာအာ၊ သက်သာတိုန်။,သက်,"3 (v) သက်သာ (v) to moderate, improve, be relieved, be better. [id.] သက်သာအာ၊ သက်သာတိုန်။"
Be bewildered,ဘိၚ်ဘၚ်ဝိဝိၚ်,"(v) loiter, shilly-sally, be in daze, be bewildered."
Be bewildered,မတ်ဂေတ်အာ,"(v) lose one’s bearings, find something confusing, go round in circles, be bewildered."
Be beyond redemption,ဒးထောံထောံ,"(v) become useless, worthless, be beyond redemption."
Be biased to favour someone or some people,ဗက်စမုက်,"(v) be partial, be biased to favour someone or some people."
Be bitten by poisonous snake,ဒးစၟ,"(v) be bitten by poisonous snake, {of tree, plants, crops, etc.} be infested with worms, insects, weevils, etc."
Be bloated,ဂုဟ်,"(v) to swell {up}, {diseases} be swollen, be bloated, be afflicted with oedema, suffer from dropsy."
Be blocked,သိုၚ်တှ်တၟာတ်,(v) {of milk glands} be blocked.
Be blood-stained,ဆီစောန်ပြံက်,"(v) be guilty of murder, have bloodied one’s hands, be blood-stained."
Be blurred.  မတ်ဂၠု။,မတ်လှီု,"(v) be momentarily blinded {by strong side}, {of sight} be blurred. [id] မတ်ဂၠု။"
Be bored.  လၞုဟ်။,ဂၞုဟ်,"(v) {colloq} to be lazy, fell lazy, fell bored, be bored. [Var.] လၞုဟ်။"
Be born as,က္တဵုဒှ်,"(v) to come into being, come to existence, materialize, arise, become, be born as."
Be born as.    က္တဵုဒှ်က  to become a fish.    က္တဵုဒှ်ဒၟံၚ်ဂတာံထဝ်  she was born as a golden carb.    က္တဵုဒှ်ဒၟံၚ်နကဵုဂၟေၚ်ဒၞောဝ်  striped.    က္တဵုဒှ်ပ္ဍဲဍုၚ်သွဝ်  to born in the deva lokas.    က္တဵုဒှ်ဗွဲသြပပါတိကဇ  born without inter-vention of parents.    က္တဵုဒှ်မၞိဟ်  to be born.    က္တဵုဒှ်ယဲဗှ်သၞာ  pine.  ဗှ်ဂၠိုက်ပ္ဍဲစိုတ်။    က္တဵုဒှ်ဟွံမာန်  that is impossible.  ထ္ကဴ။     တဵု  to stand,ကတဵု,"1 ကတဵု(ဝ်) (v) to stand up, get up, rise up. [id] က္တဵု(ဝ်)၊ က္တဵုက္တဵု(ဝ်)။    လဗိုတ်စက္တဵုဒှ် (v) a storm arose. က္တဵုကြီုဇာဒၟံၚ်။   (v) ramp about. [id] က္ဍိုပ်က္တဴတိုန်၊ ဂြိပ်ဂစာန်ဒဝါန်အာ၊ ထ္လာ်တိုန်၊ ဒှ်မနောဒေါသ။    က္တဵုထ္တဴ (v) stand up. [id] နွံကဵုသတ္တိဒုၚ်အဍေဝ်အဍာ၊ ဒုၚ်ဍာ်ဇမၠိၚ်၊ ဒုၚ်လံလံ(အ်)။    က္တဵုဒှ် (v) to come into being, come to existence, materialize, arise, become, be born as.    က္တဵုဒှ်က (v) to become a fish.    က္တဵုဒှ်ဒၟံၚ်ဂတာံထဝ် (n) she was born as a golden carb.    က္တဵုဒှ်ဒၟံၚ်နကဵုဂၟေၚ်ဒၞောဝ် (v) striped.    က္တဵုဒှ်ပ္ဍဲဍုၚ်သွဝ် (v) to born in the deva lokas.    က္တဵုဒှ်ဗွဲသြပပါတိကဇ (v) born without inter-vention of parents.    က္တဵုဒှ်မၞိဟ် (v) to be born.    က္တဵုဒှ်ယဲဗှ်သၞာ (v) pine. [id] ဗှ်ဂၠိုက်ပ္ဍဲစိုတ်။    က္တဵုဒှ်ဟွံမာန် (v) that is impossible. [Cf.] ထ္ကဴ။    [Der.] တဵု(ဝ်) (v) to stand, sow.    က္တဵုနူသ္တိက် (v) to rise from one’s bed, get up.    က္တဵုဗဒှ် (v) to cause to become, create."
Be brainy,ညာန်ခိုဟ်,"(v) be clever, be brainy."
Be brave,ကၠၚ်ကၟတ်ဇၞော်,"(v) be brave, have fortitude. (n) encouragement of gall bladder. (adj.) brave."
Be brave,ဂြိုဟ်ဇၞော်,"(v) be brave, have fortitude, enlargement of the liver."
Be bright,ထောန်,"(v) be famous, to be proclaimed publicity, shine, be prominent, be bright, be brilliant."
Be bright with the moonlight,ဂိတုတၟး,(n) {of the night} be bright with the moonlight.
Be brilliant,ထောန်,"(v) be famous, to be proclaimed publicity, shine, be prominent, be bright, be brilliant."
Be broken into four fragments,ပါ်ထကးတိတ်အာပန်ထာၚ်,(v) be broken into four fragments.
Be bruised,ပရေတ်,"2 (v) be bruised, be squeeze."
Be bulky,လျိုၚ်ဒုတ်,"(v) be burdensome, be bulky."
Be burdensome,လျိုၚ်ဒုတ်,"(v) be burdensome, be bulky."
Be burdensome,လျိုၚ်သ္ဇိုၚ်,"(v) be burdensome, be risksome. (n) heavy load."
Be burnt,ပၟတ်တူ,"(v) be on fire, be burnt, catch fire."
Be burnt away,ပၟတ်စဏာ,"(v) {of impurities in gold} be burnt away, {of look} be enhanced by stage lighting. [id] စပၟတ်။"
Be calm,ကျာညိၚ်,"(v) {of gas in the body} subside, {of wind} be calm."
Be canny,မၞိဟ်ကၠိုဟ်ဍိုဟ်,"(n) {of a person} be smart, be canny, be savvy."
Be canted over,ခအေၚ်,"1 (v) to list, be canted over, out of the vertical, to be not level. [id] ထအေၚ်။    ဂၠုၚ်ခအေၚ် (v) the conoe is listing.    ဒယိုၚ်ခအေၚ်မံၚ် ပတပ်လဝ် (v) the post is crooked, get it upright. [Cf.] ကသိုတ်၊ ခစေၚ်၊ ခလေဝ်၊ ဂဲါ(ယ်)၊ စေၚ်၊ ဇဲ(ယ်)၊ ဒလိန်၊ ဗၠေၚ်၊ သလေဝ်၊ ၜေဲ(ယ်)။"
Be capable of through training,လေပ်,"1 (v) to be versed in, to be skilled in, to understand, to be accustomed to.    ညးလေပ်အရေဝ်သေံ(မ်) (v) he speaks Siamese. As, v.a. To know how to, to have learned to, be capable of through training, to be want to.    အဲဟီုဟွံလေပ်ခိုဟ်ခိုဟ် (v) I can not speak it very well.    ကလော်ဘမၞိဟ်လေပ် (v) spirits are given to frightening people.    ပြိပ်ဂှ်လေပ်တုဲ(ယ်) (v) when the squirrel had learnt to do this.    ဗြဴဂွဟွံလေပ်ဂှ်(ဟ်) (v) a woman not given to shyness.    မၞိဟ်တြုံယဵုဟွံလေပ်ပုဟ် (v) men do not usually carry things on their heads.     {သီု(မ်)} လေပ်ဟွံမာန် (v) willy-nilly.    ၜိၚ်ဍာ်လေပ်ဟာ (v) can you swim? [Cf.] (va) ဂွံ(အ်)၊ မာန်။    လေပ်ဟွံမာန်ဣနုသ္ဒးၜိုဟ်ဂတာံထဝ်ဂှ်ရ (v) I'nao had willy-nilly to boil the golden crab."
Be captivated,သ္ဒးဒုၚ်အုပ်ဓလီု,"(v) be captivated, be completely under the overwhelming influence of someone or some doctrine, be under a spell."
Be care the jar is full,ပေၚ်,ပသ္တိနုၚ်ပေၚ်မံၚ် (v) be care the jar is full.
Be careful,စွံသတိ,"သ္ပသတိ (v) be careful, be cautious."
Be careful,ပသ္တိ,"(v) to pay attention, to take care, be careful, to be cautious, careful, to take heed. [id] သ္ပသ္တိ။"
Be careful,သ္တိ,"သ္ပသ္တိ (v) to pay attention, to take care, be careful."
Be careless or thoughtless in speech,ပါၚ်ဂၠာန်,"(v) be loose tongued, be careless or thoughtless in speech."
Be carries his head on one side,ဒစေၚ်,ဍေံကံဒစေၚ် (v) be carries his head on one side.
Be caught in a vicious circle,ဂ္ၚေၚ်သံသာ,"(v) be unable to escape from the samsara, be caught in a vicious circle."
Be cautious,စွံသတိ,"သ္ပသတိ (v) be careful, be cautious."
Be change in appearance,ပြံၚ်ရုပ်,(v) be change in appearance.
Be cheap,ၚုဟ်ဒး,(v) {of price} be cheap.
Be cheeky,ဂဝဵုဂဝိုက်,"(v) be insolent, be cheeky, be impudent, have the effrontery."
Be chipped off.  စဂြုဲအာ။,ဂရိတ်တၟေက်,"(v) wear away by friction, be abraded, bruised, be chipped off. [id] စဂြုဲအာ။"
Be choked,ဆိုအ်,"ဆိုအ်ဗ (v) be choked, be stuck in the throat."
Be choked,ဆိုံ,"ဆိုံဗ (v) be choked, be stuck in the throat."
Be chosen by lot,မာဲစှ်ေ,(v) be chosen by lot.
Be clear of,သောၚ်တလး,"(v) solve, clear up, clear, tidy up. Disentangle, unravel, be free of, be clear of."
Be cleared of obstructions,ဂၠံက်ပံက်,"(v) {of road and communications} be cleared of obstructions, {of newly constructed roads} be open, come into use, find one’s way open for a certain pursuit."
Be cleaver,ကသပ်စိုပ်,"(v) be cleaver, be smart, be ingenious. [id] က္သပ်စိုပ်။"
Be clever,က္ဍိုဟ်,(v) be clever.
Be clever,ဆိုက်ဗ္ဒက်စဳကၠး,"(v) be clever, be skillful."
Be clever,ညာန်ခိုဟ်,"(v) be clever, be brainy."
Be close,ဍုက်,"2 (v) be friendly with, be fond of, have an attachment for, be familiar with, be, intimate, be close."
Be close,ဍုက်ကေဝ်,"(v) be on intimate terms with, be close, be familiar, be intimate."
Be close together.    ဒက်ကောံ  to band together.    သ္ၚိကောံဒၟံၚ်အိုတ်ရ  all the houses are in a group.    ကောံကလောံ  crowd around.    ကောံကလောံကၠုၚ်  gather round.    ကောံကု  together with.  ကေုာံ၊ ကရောံ၊ ဖဴ၊ မွဲဟာန်၊ သဟ။     ကောံကၠုၚ်  to assemble.  ကောံဓရီု။    ကောံဗဗဵု  swarm.    ကောံဝိုၚ်  surround.  ဂၠောဲ။  ဓရီု။  ပြး။  ကောံ  assemble.    ဂကောံ  association.    ပကောံ  to convene,ကောံ,"2 ကောမ် (v) to assemble, come together, be close together.    ဒက်ကောံ(မ်) (v) to band together.    သ္ၚိကောံဒၟံၚ်အိုတ်ရ (v) all the houses are in a group.    ကောံကလောံ(အ်) (v) crowd around.    ကောံကလောံကၠုၚ် (v) gather round.    ကောံကု [pre.] together with. [id] ကေုာံ(မ်)၊ ကရောံ(မ်)၊ ဖဴ၊ မွဲဟာန်၊ သဟ။     ကောံကၠုၚ် (v) to assemble. [id] ကောံဓရီု(မ်)။    ကောံဗဗဵု(ဝ်) (v) swarm.    ကောံဝိုၚ် (v) surround. [Cf.] ဂၠောဲ(ယ်)။ [Syn.] ဓရီု(မ်)။ [opp.] ပြး။ [Der.] ကောံ(မ်) (v) assemble.    ဂကောံ(မ်) (n) association.    ပကောံ(မ်) (v) to convene."
Be closely related,သၞောဝ်ဒ္တောဝ်ကြပ်ကြပ်,"(v) be closely related, be consanguine."
Be clouded with,အုပ်ဓလီု,"(v) be cover with, overcast, be clouded with, be dominated by, exert overwhelming influence on someone."
Be clustered,ဂဇိုက်,"(v) be clustered, be in cluster."
Be clustered,စိက်,"2 (v) be clustered, be in a cluster {fruits}, be crowded."
Be cockeyed,မတ်ဒှ်ယဲစာၚ်စပ်,"(v) mistake ugliness for beauty, be cockeyed."
Be coma,ဝိုတ်ဟဳသ္ပဝ်,"(v) be coma, faint, be unconscious."
Be come distinct,မံက်ရုပ်ရာ,"(v) take shape, be come distinct {of character}, appear in true colour, materialize, take bodily form, be come visible, appear."
Be come visible,မံက်ရုပ်ရာ,"(v) take shape, be come distinct {of character}, appear in true colour, materialize, take bodily form, be come visible, appear."
Be comfortable,သၠဲလး,"(v) to be wide, to be expensive, to be spacious, be roomy, be comfortable."
Be comfortable.  အိန်ဂၠဴ၊ အိန်သ္ဂီု၊ ကၟုက်၊ ဂီု၊ ဂွာံ၊ ဖိ၊ လၜှ်ော၊ လ္ၜိုဟ်၊ သ္ကဵုစိုပ်ကဆံၚ်တသိုက်၊ သ္ကဵုဒှ်တသိုက်၊ သၠာံစိုတ်၊ သၠာံဗ္ဇး၊ ၜိုဟ်၊ ၜိုဟ်စိုတ်၊ ၜိုဟ်သြိုဟ်။,သ္ကဵုဒှ်သ္ဍိုက်မၠိုက်စိုတ်,(v) be comfortable. [id.] အိန်ဂၠဴ၊ အိန်သ္ဂီု(မ်)၊ ကၟုက်၊ ဂီု(မ်)၊ ဂွာံ(မ်)၊ ဖိ၊ လၜှ်ော(ဟ်)၊ လ္ၜိုဟ်၊ သ္ကဵုစိုပ်ကဆံၚ်တသိုက်၊ သ္ကဵုဒှ်တသိုက်၊ သၠာံစိုတ်၊ သၠာံဗ္ဇး၊ ၜိုဟ်၊ ၜိုဟ်စိုတ်၊ ၜိုဟ်သြိုဟ်။
Be compacted,ဂၞဴဗိုန်,"(v) to be constipated, be compacted, be costive. [Syn.] ဂၞဴချုက်။"
Be compatible,စှ်ေသၞောတ်,"(v) go well with, be compatible."
Be compatible,ပုၚ်ခၟောလုပ်ဗ္ဒ,"(v) be fit, suit, be compatible."
Be compatible,မုက်မတ်ဒး,"(v) see eye-to-eye, be compatible."
Be compatible,သပ္ပာဲ,"(n) be harmonious, be in accord, be in agreeable, be compatible {of Buddha, monk, pagoda}, look sublime."
Be compatible,သပ္ပါယ်,"(n) be harmonious, be in accord, be in agreeable, be compatible {of Buddha, monk, pagoda}, look sublime."
Be completed,စှ်ေဒၞာဲ,"(v) to be in good order, all right, be married, become settled, be nicely adjusted, be completed, satisfactorily."
Be completely free,ဗၠးတလှ်တိတ်,(v) be completely free.
Be completely overcome with sudden emotion,ဂၠုဓီု,"(v) choke or be overcome with fumes, be completely overcome with sudden emotion."
Be completely under the overwhelming influence of someone or some doctrine,သ္ဒးဒုၚ်အုပ်ဓလီု,"(v) be captivated, be completely under the overwhelming influence of someone or some doctrine, be under a spell."
Be conceited,ဗ္ၜူမာန်,"(v) to be proud, be conceited, be arrogant."
Be conceited,မာနသၠုၚ်,"(v) come to have inordinate pride in oneself, be conceited."
Be conceited,ရပ်ဘဝၚ်,"(v) be proud, be conceited."
Be conceited and boastful,ပ္တဴၝောံတဲ,"(v) be vainglorious, be conceited and boastful."
Be conceited.  ဖျေံဘဝၚ်။,ဘဝၚ်သၠုၚ်,(n) be conceited. [id] ဖျေံဘဝၚ်။
Be concerned with,ရန်,"2 (v) to {have} regard {to}, consider, be concerned with, have reference to, have relation to. [id.] ရန်ကေတ်။    ကပေါတ်ဏံရန်တၟံကဵုညးဂှ်ရော (v) who is this stuff meant for?    ဍေံဂှ်ဒှ်မၞိဟ်ဟွံရန် ဟွံသ္ပကာ (v) he is an unthinking sort of fellow.    သြန်ဏံအဲရန်တၟံလဝ်ကဵုသၚ်ဏောၚ် (v) I shall assign this money to the monks.    သွက်ဂွံကဵုဒါန်အဲရန်တၟံလဝ်သြန်မွဲလ္ၚီ(မ်) (v) I have put a thousand rupees aside for charitable purposes.    ဟွံရန်ဟွံသွကာ (v) indifferent, taking no heed to consequence."
Be confused,က္ဍိုပ်ထုဲ,"(v) be confused, be muddled, be perplexed, be worried."
Be confused,ထုဲသၞဴ,"(v) to mix up, be confused, be muddled up."
Be confused,မတ်ဂေတ်တၠိၚ်တၠာဲအာ,(v) be confused.
Be consanguine,သၞောဝ်ဒ္တောဝ်ကြပ်ကြပ်,"(v) be closely related, be consanguine."
Be consecrated king,ဒုၚ်ပသေက်,"(v) to receive consecration, be consecrated king, consecrate the king. [id] ဒုၚ်ပသေက်ရာဇာဘိသေခ၊ အသေအဟာန်ယဵုဒုၚ်ကေတ်သ္စာ။"
Be considerate,ချပ်ဗ္စာရဏာကဵုစိုတ်ဇကု,"(v) sympathize, be considerate."
Be considerate to,ခယျ,"(v) to guess, sympathize with, be considerate to, have consideration for, compare to with, estimate, gauge, guess, intend, expect, particle prefixed to an presume."
Be consistent,ဇာပ်,"1 (v) attach firmly, be consistent."
Be constant,ညောန်,"2 (v) tight, be firm, be constant, be steadfast. ညောန်ခြက် [id] have an abundance of."
Be constipated.  ဓါတ်ခိုၚ်။,ဓါတ်ဗိုန်,(v) be constipated. [id] ဓါတ်ခိုၚ်။
Be consumed,ၚတ်စှ်ေ,"(v) to go down, be consumed, decrease."
Be consumed,လ္ၚတ်စှ်ေ,"(v) to go down, be consumed, decrease in quantity or size."
Be contorted,လီခၠံ(အ်),"(v) be warped, be twisted, be contorted, be crooked."
Be contused,ပ္ဍူ,"(v) to be bruised, to be crushed, be contused."
Be convenient,ကလိတ်,"2 (v) to be smooth, fluent, to slip. [id] တလိတ်၊ တၠိတ်။    ဇိုၚ်ကလိတ်တုဲဒတုံစှ်ေနူတၞံဆုဂှ် (v) he slipped and fell from the tree.    ဍာ်ကလိတ် (n) smooth water.    လ္ပဟီုအရေဝ်ခက်ခက်ခုဲခုဲ ဟီုအရေဝ်ကဵုကလိတ်မံၚ် (v) do not speak haltingly but let your speech be fluent.    ဝါကျပထမဂှ်အရေဝ်ညံၚ်ဂွံကလိတ်ကလောတ်ကၠာဲအဓိပ္ပဲါ (v) give a free translation of the sentence.    သော်ကလိတ် (v) neatly combed hair.    သော်ကလိတ်ကလောတ် (v) neat hair. [Cf.] ကဆေဝ်၊ ကသေတ်၊ ပြေ။    ကလိတ်ကလောတ် (v) to be smooth, fluent free, go without a hitch, be convenient, appropriate, have rapport, get along. [id] တၠိတ်တၠောတ်။"
Be convenient,ကလိတ်ကလောတ်,"(v) to be smooth, fluent free, go without a hitch, be convenient, appropriate, have rapport, get along. [id] တၠိတ်တၠောတ်။"
Be cooked,ဝုန်,"5 (v) be cooked, be fully cooked, to be thoroughly cooked, to be done enough, to be cooked, applied to rice when it has been finally steamed.    စိန်ဝုန် (v) to be thoroughly cooked, quiet healed {as a wound or sore}. [id.] ပုၚ်ဝုၚ်။    ပုၚ်ဟွံဝုန်ဏီ(မ်) (v) the rice is not done yet.    [Der.] ကဝုန် (v) to a proper consistency."
Be correct,ဍာံပြ,"(v) be correct, right, true."
Be correct,ဒး,"(v) to hit {a mark}, meet with, reach {goal}, be correct, opposite, to fit, to touch, true, implying necessity."
Be correct,သ္ဒး,"2 (v) to hit {a mark}, meet with, reach {goal}, be correct, apposite, to fit.    အမူပိုဲသ္ဒးထောံအာ (v) my uncle has died. [Cf.] ကလိလောန်အာ၊ ချိုတ်အာ၊ စုတိအာ၊ တ္ၜးဘဝ၊ ပဝ်အာ၊ သ္ပကာဂစိုတ်၊ သ္ပပရိနိဗ္ဗာန်။    ဣဂှ်ဟွံသ္ဒးအလိုက် (v) that is not convenient.    အဲဍိက်သ္ဒးဗက်ကဵုဟာ (v) am I to come too, sir?    အဲသ္ဒးအာရဟာ (v) may I go?    ခ္ဍိၚ်သ္ဒး (v) to trip over.    ဂပ်ဂဝ်သ္ဒး (v) ought.    ဇီုသ္ဒး (v) to crash into. Foll. Main (v) to be able to, to chance to, to be involuntary or through negligence.    ကမၠောန်ဏံဗှ်ေကၠောန်သ္ဒးရးဟာ (v) can you be suitable to do this work?    ဍုၚ်ဏံဂၠံၚ်ထုဲကွေံ အဲအာကၠုၚ်ဟွံသ္ဒး (v) the streets of this town are in such a bustle, I cannot get round at all.    သီပေဲါရပိုဲစဴသ္ဒးရသဒှ်(ဟ်) (v) the party is over, so now we can go home.    ညာတ်သ္ဒး (v) to chance to see.    မိၚ်သ္ဒး (v) to get to hear of.    အဃောၚ္ၚုဟ်ဂၠဴတိုန်အဲသွံသ္ဒးဂၠဴအဲၚ္ၚုဟ်တန်တန် (v) I went and sold my cattle cheap just when the price was going up.    ဗှ်ေသ္တီအဲသ္ဒးဟာ (v) do you remember me?    ဍေံသ္ဒးဒုၚ်မံၚ်ဘဲၚေက်ဂိအ္စာ (v) he is suffering from toothache, sir.    ဍေံဟွံသ္ဒးကဵုကောဒေံဍေံ(ဟ်) (v) she does not get on well with her brothers.    တ္ၚဲသိုက်ဂှ်အဲသ္ဒးတိုန်ဍုၚ် (v) I have to go into town on Friday. {b} forming quasi-passive.    ဒဗသ္ဒး (v) to encounter, chance to meet.    ဒိသ္ဒး (v) to collied with.    ဒၞပ်တံဏံသ္ဒးကဵုဗှ်ေကွေံ(ဟ်) (v) these shoes fit you really well.    ပန်ဂစေံဂှ်ဟွံသ္ဒး (v) he shot at the bird and missed. [id.] လောန်တုဲလ္ပဟီု(မ်)။    ဟဵုအရေဝ်ဆသ္ဒးကရိုက်ဂှ်(ဟ်) (v) say just enough and no more. [Cf.] ဂွံ(အ်)၊ စုက်၊ စပ်၊ ဇီု(မ်)၊ ဍာံ(မ်)၊ ဒိ၊ ဒုၚ်၊ ဒွံ(အ်)၊ ဖစပ်၊ လုက်။    [Der.] ဗ္ဒး (v) to bring together."
Be costive.  ဂၞဴချုက်။,ဂၞဴဗိုန်,"(v) to be constipated, be compacted, be costive. [Syn.] ဂၞဴချုက်။"
Be costive.  ဂၞဴဗိုန်။,ဂၞဴချုက်,"(v) to be constipated, be costive. [Syn.] ဂၞဴဗိုန်။"
