English,Mon,Original_Definition
Water-lily,သွာ,2 (n) water-lily.
Water-pot,ဍာ်နုၚ်,"(n) water-jar, water-pot."
Water-pot,နုၚ်,"(n) water-pot, chatty."
Water-pot,နုၚ်,ဍာ်နုၚ် (n) water-pot.
Water-pot kept at entrance to monastery building for visitors to wash feet ကြာတ်ဇိုၚ်,ကၠာၚ်ဍာၚ်ဇိုၚ်,(n) water-pot kept at entrance to monastery building for visitors to wash feet ကြာတ်ဇိုၚ်.
Water-pot used by ascetic,ဍာ်ပလၚ်ကာ,(n) water-pot used by ascetic.
Water-pot.  ကၠာၚ်၊ ဍာ်ကၠာၚ်၊ ဍာ်ဍေၚ်၊ ဍာ်နုၚ်၊ နုၚ်၊ နုၚ်ထုၚ်၊ နာံထုၚ်။,နုၚ်ဍာ်,(n) water-pot. [id] ကၠာၚ်၊ ဍာ်ကၠာၚ်၊ ဍာ်ဍေၚ်၊ ဍာ်နုၚ်၊ နုၚ်၊ နုၚ်ထုၚ်၊ နာံထုၚ်။
Water-pot.  ဍာ်နုၚ်ထုၚ်၊ နာံထုၚ်။,နုၚ်ထုၚ်,"(n) basket, water-pot. [Syn.] ဍာ်နုၚ်ထုၚ်၊ နာံထုၚ်။"
Water-skipper,စၟဍာ်,(n) water-skipper.
Water-vessle.    အကၠဟ်  black-crane,ကၠဟ်,"1 (n) နုၚ်ကၠဟ် (n) [Skt. kalasa. / P. kalasa] water-vessle.    အကၠဟ် (n) black-crane, cormorant."
Watercourse,ကရောၚ်က္ၜဳ,(n) watercourse.
Watercourse,ဇာလ္ဂောဝ်,"(n) watercourse, gutter, drain, sluice, overflow. [id] ဇၟောဝ်ဍာ်၊ ဂၠံက်ကရောၚ်ဍာ်၊ က္ၜဳသၟတ်။"
Watercourse.    ကရောၚ်ပရၚ်က္ၜဳ  coastline,ကရောၚ်,1 (n) ကရောၚ်က္ၜဳ (n) watercourse.    ကရောၚ်ပရၚ်က္ၜဳ (n) coastline.
Watered. မက္တဵုဒၟံၚ်နကဵုအရံၚ်ပလေဲပလေဲ။,မမံက်ဒၟံၚ်ညံၚ်ရဴဇွိုန်လပှ်,(adj) {ယာတ်သုတ် (n) silk} watered.[id] မက္တဵုဒၟံၚ်နကဵုအရံၚ်ပလေဲပလေဲ(ယ်)။
Waterfall.  ဍာ်ဆၚ်။,ဍာ်ဒဵု,(n) waterfall. [Syn.] ဍာ်ဆၚ်။
Watering place,သၞေဟ်ပွေၚ်,(n) watering place.
Watering-can,ဖရဲ,နုၚ်ဖရဲ (n) watering-can.
Watering-can,ဖရယ်,နုၚ်ဖရဲ (n) watering-can.
Watering-can.  စေဝ်ဂရဲ၊ နုၚ်ဗရဲ၊ စေဝ်ဗရဲ။,နုၚ်ဂရဲ,(n) watering-can. [id] စေဝ်ဂရဲ၊ နုၚ်ဗရဲ၊ စေဝ်ဗရဲ။
Waterlogged.    ခံက်ဗ္ၚဍေၚ်မံၚ်  the field is full of water.    သွဏံကၠေၚ်ဍေၚ်မံၚ်  this curry is dripping with oil.  ဍုက်၊ ဍေက်။,ဍေၚ်,"2 (v) to be wet, waterlogged.    ခံက်ဗ္ၚဍေၚ်မံၚ် (v) the field is full of water.    သွဏံကၠေၚ်ဍေၚ်မံၚ် (v) this curry is dripping with oil. [Cf.] ဍုက်၊ ဍေက်။"
Watermelon,ပညောန်,"(n) canlaloup melon, watermelon, melon. [id] ပ္ညောန်။"
Watershed divide.  ဒဵု၊ တိကုန်။,ကုန်ရေၚ်ပါ်ဇၟော်ဍာ်,(n) watershed divide. [Cf.] ဒဵု(ဝ်)၊ တိကုန်။
Watery discharge from a sore.  ဍာ်စၞာံကေဝ်ကေဝ်။,ဍာ်သရ,(n) watery discharge from a sore. [id] ဍာ်စၞာံကေဝ်ကေဝ်။
Watery rice,ချာချာ,ပုၚ်ချာချာ (adj) watery rice.
Watery.  မကေဝ်ကလံက်၊ မဒှ်ညံၚ်ဍာ်၊ မဖျိုဟ်ပြေတ်။,မဆေၚ်စပ်ကဵုဍာ်,(adj) watery. [id] မကေဝ်ကလံက်၊ မဒှ်ညံၚ်ဍာ်(က်)၊ မဖျိုဟ်ပြေတ်။
Water’s edge,ဖစပ်,ဖ္စပ်ဍာ်(က်) (n) water’s edge.
Wathc,နာဍဳ,"(n) [Skt. nadi] [L.F] hour, clock, wathc."
Watt,ဝါတ်,3 (n) [Eng.] watt.
Wave one's arm about,သွိၚ်,"(v) to wave about, wave one's arm about, gesticulate. [Cf.] လျတ်။"
Wave pattern,ဇွိုန်လပှ်,"(n) swell, undulations caused by waves, wave pattern, rising of waves undulation."
Wave.    ဇွိုန်လပှ်  swell.    ထ္ၜူလပှ်  to be seasick,လပှ်,2 လပဟ် (n) wave.    ဇွိုန်လပှ်(ဟ်) (n) swell.    ထ္ၜူလပှ်(ဟ်) (n) to be seasick.
Wave.    ဇွိုန်လပှ်  swell.    ထ္ၜူလပှ်  to be seasick,လပဟ်,2 (n) wave.    ဇွိုန်လပှ်(ဟ်) (n) swell.    ထ္ၜူလပှ်(ဟ်) (n) to be seasick.
Wave.  လပှ်။    ဇွိုန်လပှ်  swell.    ထ္ၜူလပှ်  to be seasick.    လပှ်ဇၟး  surf.    လပှ်ဗက်ပါ  the wave were breaking,ကပှ်,1 (n) wave. [id] လပှ်(ဟ်)။    ဇွိုန်လပှ်(ဟ်) (n) swell.    ထ္ၜူလပှ်(ဟ်) (v) to be seasick.    လပှ်ဇၟး (n) surf.    လပှ်ဗက်ပါ (n) the wave were breaking.
Waver,ဒှ်မံၚ်ကဆံၚ်တတတံၚ်တံၚ်,"(v) waver, hesitate, be undecided, be hesitant. [id] ဒှ်မံၚ်တတတံၚ်တံၚ်။"
Waver,ဘိၚ်ဘၚ်,"(v) be in a daze or stupor, be indecisive, waver, vacillate, be unconscious."
Wavy.  မဒှ်ဒၟံၚ်ညံၚ်ရဴဇွိုန်လပှ်။,မတောံဒၟံၚ်ညံၚ်ရဴလပှ်,(adj) wavy. [id] မဒှ်ဒၟံၚ်ညံၚ်ရဴဇွိုန်လပှ်။
Wax,မံက်,"2 (v) to appear, come to light, to wax, {of the moon} wax, {of month} begin, the light half of the moon, come to light.    အရေဝ်ဏံမှက်ဟွံဂွံမံက်တၟာတ်လဝ်ပါၚ်ဍေံ(ဟ်) (v) keep quiet about  this so that it  does not get about.    ကမံက်တိုန် (v) a fish broke surface.    ဂိတုမံက် (v) waxing moon.    တ္ၚဲမံက် (v) the sun is coming out. [Cf.] စွေက်။    [Der.] ဗၟံက် (n) east.    ဓၟံက် (v) to reveal.    [Der.] မံက် (n) day of moon’s waxing period."
Wax candle,ပၞာၚ်ပၠုဲ,(n) wax candle.
Wax cloth,ယာတ်ပၠုဲ,"(n) wax cloth, American cloth, linoleum, cerecloth."
Wax of the dammer bee. ,အိက်ဟတ်,(n) wax of the dammer bee. {damma}.
Wax paper,စက္ခူပၠုဲ,(n) wax paper.
Wax.    ပၞာၚ်ပၠုဲ  wax candle,ပၠုဲ,1 (n) wax.    ပၞာၚ်ပၠုဲ (n) wax candle.
Wax.    ပၞာၚ်ပၠုဲ  wax candle,ပၠုယ်,1 (n) wax.    ပၞာၚ်ပၠုဲ (n) wax candle.
Waxen.  မတုပ်ညံၚ်ရဴပၠုဲ။,မဆေၚ်စပ်ကဵုပၠုဲ,(adj) waxen. [id] မတုပ်ညံၚ်ရဴပၠုဲ(ယ်)။
Waxing moon,ဂိတုမံက်,"(n) waxing moon, first half of month culminating in full moon."
Waxing of the moon.    ပုဟ်စှ်မွဲမံက်  the eleventh waxing of ပုဟ်။  စွေက်။,မံက်,"1 (n) day of moon’s waxing period, waxing of the moon.    ပုဟ်စှ်မွဲမံက် (n) the eleventh waxing of ပုဟ်။ [opp.] စွေက်။"
Waxing.  ဖာမံက်၊ လ္ပာ်မံက်။,ဂိတုမံက်,(n) waxing. [id] ဖာမံက်၊ လ္ပာ်မံက်။
Waxwork,ရုပ်ပၠုဲ,(n) waxwork.
Way,ကရဴ,"1 (n) journey, way, route. [id] တရဴ။    အာတရဴ (v) to go on a journey.    အာတရဴသၟတ် (v) to go and urinate. [id] အာတရဴဍောတ်။    ဂၠံၚ်တရဴကွာန်ယိုက် (n) the way to Kwarn Yuig.    ပိုဲဇူမံၚ်ဒေါဝ်တရဴဍုၚ် (n) we were resting on the way into town.    ဘာ်တရဴ (n) halfway.    ပၠတရဴ (v) to show the way.    တရဴမွဲတ္ၚဲ (n) a day’s journey."
Way,တရဴ,"3 (n) journey, way, route, road.    အာတရဴ (v) to go on a journey.    အာတရဴသၟတ် (v) to go and urinate. [id] အာတရဴဍောတ်။    ဂၠံၚ်တရဴကွာန်ယိုက် (n) the way to Kwanyuig.    ပိုဲဇူဒၟံၚ်ဒေါဝ်တရဴဍုၚ် (n) we were resting on the way to town.    ပၠးတရဴ (v) to show the way. [id] ပၠတရဴ။    ဘာ်တရဴ (n) halfway."
Way,တြဴ,"1 (n) journey, way, road, route.    အာတြဴ (v) to go on a journey.    အာတြဴသၟတ် (v) to go and urinate. [id] အာတြဴဍောတ်။    ဂၠံၚ်တြဴကွာန်ယိုက် (n) the way to Kwanyuig.    ပိုဲဇူမံၚ်ဒေါဝ်တြဴဍုၚ် (n) we ware resting on the way into town.    ပၠတြဴ (v) to show theway.    ပၠးတြဴ (v) to extend the journey.    ဘာ်တြဴ (n) halfway."
Way,နဲ,"နယ် (n) rule, precedent, way, manner."
Way,နယ်,"(n) rule, precedent, way, manner."
Way,ပကာရ,"(n) [P.] sort, kind, way, manner."
Way,မဂ္ဂ,"(n) [P.] passage, way, course of duty, the perception of, the paths that lead to Nirvana. [id] ဂၠံၚ်။"
Way,မဂ္ဂ,"ဂၠံၚ်တရဴ (n) path, way, passage."
Way,အကေၚ်,"(n) habit, trait, practice, custom, way, training."
Way,အခိုက်,"(n) habit, individual custom; way, manner, usage, precedent, trait, practice."
Way in which a thing is done or happen,အကာရ,"(n) [P.] manner, way in which a thing is done or happen, person’s way of behaving towards others, [Pl] habits and customs, social behaviour."
Way of doing things,အခိုက်ကၞာ,"(n) habit, manner, way of doing things, tradition, precedent, hereditary rites, customs, clan traditionally worshipped."
Way of life,ကွတ်လ္ၚောတ်,"(n) way of life, profession. [id] ကွတ်လ္ၚတ်။"
Way of life.  ကတ်လ္ၚတ်။,နဲဂယိုၚ်လမျီု,(n) way of life. [id] ကတ်လ္ၚတ်။
Way side.  မဒှ်ဒ္ကဴဂၠံၚ် . ဒဒှ်မနွံဒ္ကဴဂၠံၚ်၊ ဒဒှ်မနွံပ္ဍဲဒ္ကဴဂၠံၚ်၊ ဒဒှ်မနွံပ္ဍဲသ္ကဲဂၠံၚ်၊ ဒဒှ်မနွံသ္ကဲဂၠံၚ်။,မဒှ်သ္ကဲဂၠံၚ်,(adj) way side. [id] မဒှ်ဒ္ကဴဂၠံၚ် (n). ဒဒှ်မနွံဒ္ကဴဂၠံၚ်၊ ဒဒှ်မနွံပ္ဍဲဒ္ကဴဂၠံၚ်၊ ဒဒှ်မနွံပ္ဍဲသ္ကဲဂၠံၚ်၊ ဒဒှ်မနွံသ္ကဲဂၠံၚ်။
Way to,ဂၠံၚ်တရဴ,"(n) way to, route, the way, directive, course. [id] လၟေၚ်ဂၠံၚ်။"
Way-side rest-house with a platform on the other side of a passage,ဇြပ်သြိုဟ်ပါ်,(n) way-side rest-house with a platform on the other side of a passage.
Way.    ဗှ်ေထေၚ်အဲမၞိဟ်သောၚ်လဵုရော  what sort of fellow do you think i am?    ဗှ်ေထေၚ်သောၚ်ဂှ်  do you think so?  အခိုက်၊ ဂကူ၊ ဗီု၊ ဗွဲ၊ သာ်။,သောၚ်,"3 (n) kind, sort, way.    ဗှ်ေထေၚ်အဲမၞိဟ်သောၚ်လဵုရော (n) what sort of fellow do you think I am?    ဗှ်ေထေၚ်သောၚ်ဂှ်(ဟ်) (n) do you think so? [Cf.] အခိုက်၊ ဂကူ၊ ဗီု(မ်)၊ ဗွဲ(ယ်)၊ သာ်(က်)။"
Waylay,တောပ်တက်,(v) waylay.
Waylay.  ကြတ်ပၠံၚ်ကေတ်ပ္ဍဲဂၠံၚ်၊ မၚ်တောပ်ဒၟံၚ်ပ္ဍဲဂၠံၚ် သွက်ဂွံပၠံၚ်ကေတ်၊ မၚ်တောပ်ဒၟံၚ်ပ္ဍဲဂၠံၚ် သွက်ဂွံဗ္တိုက်၊ မၚ်တောပ်ဒၟံၚ်ပ္ဍဲဂၠံၚ် သွက်သ္ဂောံဂွံအခေါၚ်ဟီုအရေဝ်။,ကြတ်ဗ္တိုက်ကေတ်ပ္ဍဲဂၠံၚ်,(v) waylay. [id] ကြတ်ပၠံၚ်ကေတ်ပ္ဍဲဂၠံၚ်၊ မၚ်တောပ်ဒၟံၚ်ပ္ဍဲဂၠံၚ် သွက်ဂွံပၠံၚ်ကေတ်၊ မၚ်တောပ်ဒၟံၚ်ပ္ဍဲဂၠံၚ် သွက်ဂွံဗ္တိုက်၊ မၚ်တောပ်ဒၟံၚ်ပ္ဍဲဂၠံၚ် သွက်သ္ဂောံဂွံအခေါၚ်ဟီုအရေဝ်။
Wayside public rest-house,ဇြပ်,"(n) wayside public rest-house, rest-house build on sacred premises, public rest-house, rest-house, building, shelter, with open sides, erected for use of travelers at monastery or pagoda or by roadside, often also used as parish hall, jroap, dharamsala. {place-name}. ဇြပ်ဗု (n) Jroap Bu {Bur. Thanphyujarat}."
Wayward or capricious wind,ကျာပရံ,ကျာပရံ(အ်) (n) wayward or capricious wind.
Wayward.  မဟွံလောဲသွက်ဂွံပြုပြေၚ်ထိၚ်ဒက်။,မကၠောန်လေပ်ဗီုစိုတ်ဇကုဒှ်,(adj) wayward. [id] မဟွံလောဲသွက်ဂွံပြုပြေၚ်ထိၚ်ဒက်။
We,ဍိက်,"ပိုဲဍိက် (n) we, your slaves."
We,ပိုဲ,"(pron) we, us."
We,ပိုဲ,"ဍုၚ်မန်ဗၟာပိုဲ (pron) this country is ours or is our Mons and Burmeses. Honorific, in references to elder relations, my, our aunt. [Cf.] အပါဗှေ်တံ(အ်)။ & c. ပိုဲဍိက် (n) {respectful} we slave, Bur. when addressing moks, Saim generally to superiors, we, us. [Cf.] အဲ(ယ်)။"
We,ပိုယ်,"(pron) we, us."
We,ပိုယ်,"ဍုၚ်မန်ဗၟာပိုဲ (pron) this country is ours or is our Mons and Burmeses. Honorific, in references to elder relations, my, our aunt. [Cf.] အပါဗှေ်တံ(အ်)။ & c. ပိုဲဍိက် (n) {respectful} we slave, Bur. when addressing moks, Saim generally to superiors, we, us. [Cf.] အဲ(ယ်)။"
We,ပိုဲညး,"(pron) we, us, referring to those for whom speaker is spokesman and normally excluding person addressed."
We all have to die some day.  ကလိလောန်အာ၊ ချိုတ်အာ၊ စုတိအာ၊ ဒးအာ၊ ပဝ်အာ၊ သ္ပပရိနိဗ္ဗာန်၊ ၜးဘဝ။,ပကာဂစိုတ်,ပိုဲညးဂမၠိုၚ်ဒးကာလမွဲတ္ၚဲဒးသ္ပ ကာဂစိုတ်ဖ္အိုတ်ရ (v) we all have to die some day. [Cf.] ကလိလောန်အာ၊ ချိုတ်အာ၊ စုတိအာ၊ ဒးအာ၊ ပဝ်အာ၊ သ္ပပရိနိဗ္ဗာန်၊ ၜးဘဝ။
We are going to give the house a clean tomorrow,သီဒက်,"တ္ၚဲယးပိုဲသ္ဒးသ္အးသ္ၚိဏောၚ် ဂြပ်ဗှ်ေတံဂှ်သီဒက်ထောံညိ (v) we are going to give the house a clean tomorrow, so please tidy away your things."
We are going to set snare for junglefowl,ဒၞက်,အာပံါစာၚ်ဂြိုပ်ကဵုဒၞက် (v) we are going to set snare for junglefowl.
We are going to worship at the pagoda,တိုန်,ပိုဲတိုန်လ္ၚောဝ်ကျာ် (v) we are going to worship at the pagoda.
We are going up to worship at the kyaik laegung ,ကျာ်,ပိုဲတိုန်လ္ၚောဝ်ကျာ်လ္ဂုၚ် (v) we are going up to worship at the Kyaik Laegung (Bur. Shwe Dagon).
We are not at the market yes,ဆက်,"ဟွံစိုပ်ဖျာဏီဆက်အာညိကၠာ (v) we are not at the market yes, keep on going a little further. [Cf.] first sense, ဆန်၊ ဖျပ်၊ ဗ္ဂပ်၊ ဗစိပ်။ second sense, ထုဲ၊ ပံၚ်၊ ဖက်၊ သၞဴ၊ ဟုဲ။ third sense, ပူဇဴ၊ ဗ္ဂိန်။"
We are not at the market yet,စိုပ်,"ဟွံစိုပ်ဖျာဏီဆက်အာညိကၠာ(v) we are not at the market yet, keep on going a little further."
We are not to blame,ဒုဟ်ပိုဲဟွံသေၚ်,(n) we are not to blame.
We are sad,ပိုဲဟွံမိပ်စိုတ်,(pron) we are sad.
We are watching for the arrival of the troops.  စၟဳရံၚ်။,ရံၚ်စၟဳ,ပိုဲရံၚ်စၟဳဒပ်ပၞာန်စိုပ်ဂှ်(ဟ်) (v) we are watching for the arrival of the troops. [Cf.] စၟဳရံၚ်။
We break up the ground with a harrow,ဇိက်ဗ္ၚကဵုဂရး,(v) we break up the ground with a harrow.
We do not grow tobacco,ဂဥုဲသုၚ်ၜံက်,"ပိုဲဟွံကၠောန်ဂဥုဲဂှ် ဆဂးပိုဲရာန်ဂွံပ္ဍဲဖျာ (n) we do not grow tobacco, but have to get it in the market."
We four,ညး,ပိုဲညးပန် (pron.) we four.
We have appointed nai thuo gleh president,ပတိုန်,ပိုဲပ္တိုန်ဥက္ကဋ္ဌ နာဲထဝ်ဂၠး (v) we have appointed Nai Thuo Gleh president.
We have gone too far,ဒလိုၚ်,ဒလိုၚ်အာဣရ (v) we have gone too far.
We have gone too far,ဒလိုၚ်အာဣရ,(v) we have gone too far.
We kept overtaking other car.  ဂတာပ်။,လောန်တိုန်မံၚ်ကာတၞဟ်,(v) we kept overtaking other car. [Cf.] ဂတာပ်။
We left there,ပိုဲထ္ၜက်လဝ်အဂှ်,(v) we left there.
We mons,ပိုဲမန်,"(pron) we Mons, the Mons."
We ought not even to kill insects.  စၟမဟွံထေက်ဂစိုတ်။,ဃာစိုတ်,စၟမဟွံထေက်ဃာစိုတ် (v) we ought not even to kill insects. [id] စၟမဟွံထေက်ဂစိုတ်။
We ought to make offerings,ထေက်,ပိုဲထေက်ကဵုပူဇဴ (v) we ought to make offerings.
We ought to make offerings.  ဆက်၊ ဗ္ဂိန်။  ဗ္ဇဴ   honour,ပူဇဴ,"ပိုဲထေက်ဂွံပူဇဴ (v) we ought to make offerings. [Cf.] ဆက်၊ ဗ္ဂိန်။ [Var.] ဗ္ဇဴ (v) [P./Skt. puja] honour, worship."
We ourselves are attacked from without,ကု,ကုပိုဲသ္ဒးဒုၚ်ဗ္တိုက်မဟၟဲကဵုအရာမွဲသာ်(က်) (v) we ourselves are attacked from without.
We saw him struck the woman.  ဂဒု၊ ဂဗး၊ စာဲ၊ တက်၊ ဒဒဲ၊ ဒုက်၊ ဒါတ်။  တ္ၜုၚ်။,ၜုၚ်,ပိုဲညာတ်ဍေံၜုၚ်ညးဗြဴ (v) we saw him struck the woman. [Cf.] ဂဒု၊ ဂဗး၊ စာဲ(ယ်)၊ တက်၊ ဒဒဲ(ယ်)၊ ဒုက်၊ ဒါတ်။ [Var.] တ္ၜုၚ်။
We saw the mirror flashing from a distance,စဳပျး,ပိုဲညာတ်ဒ္ၚောဝ်စဳပျးနူဇမ္ၚောဲရ (v) we saw the mirror flashing from a distance.
We shall get to moulmein in the morning,တၚဲ,တ္ၚဲယးတေံစိုပ်ကၠုၚ်မတ်လမၠီုဏောၚ် (n) we shall get to Moulmein in the morning.
We shall get to moulmein in the morning,တ္ၚဲယး,တ္ၚဲယးတေံပိုဲစိုပ်ဍုၚ်မတ်လမၠီုဏောၚ် (n) we shall get to Moulmein in the morning.
We shall have to try and collect them up again.  ကောံ  to come together,ပကောံ,သ္ဒးဂၠာဲပ္ကောံပၠန်ရ (v) we shall have to try and collect them up again. [Syn.] ကောံ(မ်) (v) to come together.
We shall have to try and collect them up again.  ကောံ  to come together,ပကောမ်,သ္ဒးဂၠာဲပ္ကောံပၠန်ရ (v) we shall have to try and collect them up again. [Syn.] ကောံ(မ်) (v) to come together.
We shall to change carriages here,တဲကွဳပၟတ်,ပိုဲသ္ဒးသၠာဲတဲဒၞာဲဏံ (n) we shall to change carriages here.
We use bullocks for work in the field,စကာ,ဇွောံဂွံကၠောန်ၚ ပိုဲစကာဂၠဴ (v) we use bullocks for work in the field.
We will sit in the shade,သမၞိၚ်တၞံဆု,ပိုဲဂ္ဇံပ္ဍဲသၟဝ်သမၞိၚ်ဏောၚ် (n) we will sit in the shade.
We will wait until he come tomorrow,ပိုဲမၚ်ညးစဵုကဵုတ္ၚဲယးတေံ,(v) we will wait until he come tomorrow.
We.  ပိုဲ   we,အဲကဵုဗှ်ေ,"(pers.) (pron.) you and I, we. [Der.] ပိုဲ (pres.) (pron.) we."
Weak,ခပေက်,"2 (v) puply, jelly-soft, weak, flaccid, doughy, mushy, marshy. [id] ဂပေက်၊ ထ္ပေက်။    ပုၚ်ထ္ပေက် (v) the rice become soft."
Weak,ဂပေက်,"(v) see ခပေက် (v) pulpy, jelly-soft, weak, flaccid, doughy, mushy."
Weak,ဍိုန်ကုဇြဟတ်,(v) weak.
Weak,ထပေက်,"2 (v) to be soft. [id] ထ္ပေက်။    ပုၚ်ထ္ပေက်အာ (v) the rice become soft. (adj) pulpy, jelly-soft, weak, flaccid. [Var.] ဍိုန်။"
Weak,ထပှ်တ္ၚဲ,"(n) weak, seven days. [Var.] မွဲအဒိုတ်။"
Weak,လှီု,"2 (v) {colloq} to be faded, to be dim, weak {as eyes}, become dim or dull. [id.] သၠီုမ်)။    သုတ်ဏံအရံၚ်သၠီုမံၚ် (v) this silk is faded. [Cf.] ဖျိုဟ်။"
Weak,လှိုမ်,"2 (v) {colloq} to be faded, to be dim, weak {as eyes}, become dim or dull. [id.] သၠီုမ်)။    သုတ်ဏံအရံၚ်သၠီုမံၚ် (v) this silk is faded. [Cf.] ဖျိုဟ်။"
Weak-kneed.  မဍိုန်လျပ္ဍဲဓါတ်စိုတ်။,မဍိုန်လျပ္ဍဲအစောံစရာဲမၞိဟ်,(adj) weak-kneed. [id] မဍိုန်လျပ္ဍဲဓါတ်စိုတ်။
Weak-minded.  မလောဲသွာသွက်ဂွံတံၚ်ဂြဲဏာ။,မနွံကဵုစိုတ်ဍိုန်ဍိုန်လျလျ,(adj) weak-minded. [id] မလောဲသွာသွက်ဂွံတံၚ်ဂြဲဏာ။
Weaken,ကဝးပ္သဲကွိုၚ်အာ,(v) {of spring} weaken.
Weaken.  သ္ကီုဇြဟတ်အောန်ကၠုၚ်၊ သ္ကဵုဇြဟတ်ဍိုန်ကၠုၚ်။,ဍောၚ်,"2 (v) to be tired, tiresome, wearisome.    ကမၠောန်ဏံဍောၚ်ကွေံ (v) this is tiresome work.    မၞးပချဳဇကုမၞးဂၠိုၚ် မၞးဍောၚ်ဏောၚ် (v) you are very energetic, you will tire yourself.    ဍောၚ်စိုတ် (v) to be discouraged. [Cf.] စိုတ်လီု။    ဍောၚ်ၜိုတ် (v) to be tired, weaken. [id] သ္ကီုဇြဟတ်အောန်ကၠုၚ်၊ သ္ကဵုဇြဟတ်ဍိုန်ကၠုၚ်။"
Weakling.  မၞိဟ်ဓတ်အောန်၊ သတ်တိရစ္ဆာန်ဇြဟတ်အောန်အောန်။,မၞိဟ်ဇြဟတ်အောန်,(n) weakling. [id.] မၞိဟ်ဓတ်အောန်၊ သတ်တိရစ္ဆာန်ဇြဟတ်အောန်အောန်။
Weakly.  နဒဒှ်မဒှ်ကဆံၚ်တဲပရေံရေံဍိုန်ဍိုန် ၊ နဒဒှ်မဟၟဲကဵုဓတ်ကရတ်။,မဟွံခိုဟ်ပ္ဍဲပရေၚ်ထတ်ယုက်,(adj) weakly. [id] နဒဒှ်မဒှ်ကဆံၚ်တဲပရေံရေံဍိုန်ဍိုန် (adv)၊ နဒဒှ်မဟၟဲကဵုဓတ်ကရတ်။
Weakness,အရာမဆောတ်ယောၚ်,"(n) error, defect, weakness, shortcoming. [id] တၚ်မဆောတ်ယောၚ်။"
Weakness.    မဆောတ်ဟွံမွဲ  without fail,ဆောတ်,"1 (v) to fail, to be false, unreal, err, go wrong.    တၚ်ဆောတ်ယောၚ် (n) error, defect, weakness.    မဆောတ်ဟွံမွဲ (adj) without fail."
Weakness.  အကာဲအရာဒဒှ်ဓတ်မအောန်၊ ပြဝဓါတ်စိုတ်မဍိုန်ပရေံ၊ ပြဝအစောံအစမၞိဟ်ပရေံ။,ပြဝဒဒှ်ဇြဟတ်မအောန်,(n) weakness. [id] အကာဲအရာဒဒှ်ဓတ်မအောန်၊ ပြဝဓါတ်စိုတ်မဍိုန်ပရေံ(အ်)၊ ပြဝအစောံအစမၞိဟ်ပရေံ(အ်)။
Weal,ဝဵု,"2 (n) weal, mark of beating, the ridges that rise on the body from severe blow with a rod. [Var.] ဂွဵု(ဝ်)။"
Weal,ဝိုဝ်,"2 (n) weal, mark of beating, the ridges that rise on the body from severe blow with a rod. [Var.] ဂွဵု(ဝ်)။"
Wealth,ကသိုက်,"(n)wealth, happiness, easy circumstances, wellbeing. [id] တသိုက်။"
Wealth,တသိုက်,"2 (n) wealth, happiness, easy circumstances, wellbeing. [Cf.] ဂြပ်၊ ဒြပ်၊ ဓန။ [Der.] သုခ (v) to be well to do. [id] ကသိုက်။    တၠတသိုက် (n) rich man."
Wealth,ဓန,"(n) [P. dhana] wealth, treasure, property."
Wealth,ပိုန်,"(n) [P. purnam] merit, spiritual wealth, wealth, possessions, property."
Wealth,ဘောဂ,"(n) [P.] wealth, riches, property. [id] ဘိုက်ဘက်။"
Wealth,သမ္ပတိ,"(n) [P.] riches, wealth, property."
Wealth.    ကပေါတ်ဂြပ်  property.    တၠဂြပ်  man of property.    ပိုန်ဂြပ်  spiritual and material wealth.  တသိုက်၊ ဒြပ်၊ ဓန၊ ပိုန်၊ ဗွဝ်ပိုန်။    ဂြပ်အောန်မံၚ်  he is not wealth off,ဂြပ်,"1 (n) property, wealth.    ကပေါတ်ဂြပ် (n) property.    တၠဂြပ် (n) man of property.    ပိုန်ဂြပ် (n) spiritual and material wealth. [Cf.] တသိုက်၊ ဒြပ်၊ ဓန၊ ပိုန်၊ ဗွဝ်ပိုန်။    ဂြပ်အောန်မံၚ် (n) he is not wealth off."
Wealth.  တၠဒြပ်  man of property.    ပိုန်ဒြပ်  spiritual and material wealth,ဒြပ်,"1 (n) [Skt. Dravya] property, goods, wealth. [id] တၠဒြပ် (n) man of property.    ပိုန်ဒြပ် (n) spiritual and material wealth."
Wealthy person,မၞိဟ်သိုက်ဘိုက်,"(n) wealthy person, rich person."
Wealthy person,သမ္ၚေဟ်,(n) wealthy person.
Wealthy.  မဂၠိုၚ်ကဵုဂြပ်ရတ်ထဝ်သြန်၊ မသိုက်ပ္ဍူ၊ မသိုက်ဘိုက်၊ သမ္ၚေဟ်။,ဓနဳ,2 (adj) wealthy. [id] မဂၠိုၚ်ကဵုဂြပ်ရတ်ထဝ်သြန်၊ မသိုက်ပ္ဍူ၊ မသိုက်ဘိုက်၊ သမ္ၚေဟ်။
Wean,ထောံကောန်,(v) {of animal} wean.
Wean  from breast feeding,ထပိုတ်တှ်,(v) wean {a child} from breast feeding.
Weapon,နက်ဝပ်,(n) weapon.
Weapon,လွပ်,"(n) weapon, implement, tool."
Weapon,ဝပ်တဲ,"(n) weapon, implement, tool."
Weapon propelled by mechanical means,လွဟ်ယန်,(n) weapon propelled by mechanical means.
