English,Mon,Original_Definition
Mi dtaong keih htuo came wearing a green silk waistcloth,ဟဵု,မိဍောၚ်ကှ်ေထဝ်ဟဵုကၠုၚ်ဂၞိန်သတ်သာ်သ္ၚေက် (v) Mi Dtaong Keih Htuo came wearing a green silk waistcloth.
Mi htuo clasped her child to her bosom,သ္ပာသြိုဟ်,မိထဝ်မိန်လဝ်ကောန်ပ္ဍဲသွာသြိုဟ် (n) Mi Htuo clasped her child to her bosom.
Mic ,မှာ်,မှာက် (n) [Eng.] mic {microphone}.
Mic ,မှာက်,(n) [Eng.] mic {microphone}.
Mica,ဒ္ၚောဝ်သဘာဝ,(n) mica.
Mice,ကၞိဂမၠိုၚ်,(n) mice.
Microbe,ကမ,"စၟယဲ(ယ်) (n) microbe, bacillus."
Microbe,စၟစၟောန်,(n) microbe.
Microbe,ထၟယဲ,"(n) microbe, bacillus."
Microscope.  ဒ္ၚောဝ်သၠဲရုပ်။,ဒၚောဝ်,ဒ္ၚောဝ်လကိုဟ် (n) microscope. [id.] ဒ္ၚောဝ်သၠဲရုပ်။
Mid,ဒဂါ,"2 (n) mid, in the middle of. [id] သ္ဂာ။ [Syn.] အဒေါဝ်ဗ္တံ(မ်)၊ ဂါဗ္တံ(မ်)။ [Var.] ဂါ၊ ထဂါ၊ သ္ဂာ။    သ္ဂာတ္ၚဲလောန် (adv) after midnight."
Mid way,ဒေါဝ်တရဴ,"(prep) mid way, on the way."
Mid-raining season,ဒေါဝ်ဗြဲ,(n) mid-raining season.
Midday,ဂါတ္ၚဲ,(n) midday.
Midday,တၚဲ,"တ္ၚဲက္တဴဓဝ် (n) midday, middle of day. [Cf.] အဒေါဝ်တ္ၚဲ။"
Midday,တ္ၚဲ,အဒေါဝ်တ္ၚဲ (n) midday.
Midday,တ္ၚဲ,ဂါတ္ၚဲ (n) midday.
Midday,တ္ၚဲတဴဓဝ်,"(n) midday, middle of day. [Cf.] အဒေါဝ်တ္ၚဲ၊ သဂါတ္ၚဲ။"
Midday,အခိၚ်တ္ၚဲ,"(n) day time, midday."
Midday.    ဗြဲကျာဓဝ်ယာ  normal climate,ဓဝ်,"2 (v) to be direct, directly opposite, in the centre, to be exact, precise, no more than.    အာဓဝ်ဓဝ် (v) go straight on.    တဴဒၟံၚ်ဓဝ်ကဵုသ္ၚိပိုဲ (v) it is directly opposite our house.    တ္ၚဲတဴဓဝ် (n) time when sun is directly overhead, midday.    ဗြဲကျာဓဝ်ယာ (v) normal climate, normal weather.     ဗြဲဂူဓဝ်ယာ (v) have normal rain.    ဗြဲဍာ်ဓဝ်ယာ(v) normal rainfall.    မွဲဓဝ် (n) alone, only one.    ရိုက်သ္ၚုဂမၠိုၚ်မွဲဗ္ၜတ်ဓဝ်ဟွံသေၚ် (v) rice-bags are not all the same size.    ဟီုဓဝ်ဓဝ် (v) tell me exactly.    သီုဖအိုတ်ဟွံသေၚ် ၜါဓဝ်ညိကွေံ (v) not at all, just two of them    [Der.] ဗဓဝ် (v) to arrange in a straight line."
Midday.  ဂါတ္ၚဲ။,တၚဲ,အဒေါဝ်တ္ၚဲ (n) midday. [id] ဂါတ္ၚဲ။
Middle,ပ္ဍဲ,"ထ္ဍဲ(ယ်) (prep) middle, inside."
Middle,မဇ္ဇျိမ,"(n) middle, moderate."
Middle,သ္ဍဲ,"(n) inside, middle."
Middle,အဒေါဝ်,(n) middle.
Middle and end,တံဒေါဝ်တၞောတ်,"(n) beginning, middle and end."
Middle and end,တံဒေါဝ်တၞောတ်,"(n) beginning, middle and end."
Middle and end,ဒေါဝ်,"တံဒေါဝ်ကၞောတ် (n) beginning, middle and end."
Middle and end of road.    မံၚ်ကောံညးသ္ကံဒဵုကဵုစိုပ်ကၞောတ်  they stay with each other to the end.  အတူ၊ အထောတ်၊ က္ဍဟ်၊ ဍိုပ်၊ ဍဟ်၊ မုဟ်၊ သၠုၚ်။    ကၞောတ်ဂၠံၚ်   the far end of the street.    ကၞောတ်ဆု  tree top.    ကၞောတ်တဲ  finally,ကဏောတ်,"1 (n) top, far or narrow end, culmination, summit. [id] ကၞောတ်၊ တၞောတ်။    တံဒေါဝ်ကၞောတ်ဂၠံၚ် (n) beginning, middle and end of road.    မံၚ်ကောံညးသ္ကံဒဵုကဵုစိုပ်ကၞောတ် (n) they stay with each other to the end. [Cf.] အတူ၊ အထောတ်၊ က္ဍဟ်၊ ဍိုပ်၊ ဍဟ်၊ မုဟ်၊ သၠုၚ်။    ကၞောတ်ဂၠံၚ် (n) {at} the far end of the street.    ကၞောတ်ဆု (n) tree top.    ကၞောတ်တဲ(ယ်) (adv) finally."
Middle and end.   တံဒေါဝ်ကၞောတ်။  beginning of the world.   ဒတန်ကဝ်၊  ဒတန်ဂၠးတိ။,beginning,"n.  တံ၊  တံဝါဒိ၊  အဒိ၊  ဝါဒိ၊  တမၠာ။  ၂။  ဒၞာဲမစပ္တန်။  beginning and end (n)  တံကၞောတ်။  beginning, middle and end. (n)  တံဒေါဝ်ကၞောတ်။  beginning of the world. (n)  ဒတန်ကဝ်၊  ဒတန်ဂၠးတိ။"
Middle child neither youngest or oldest,ကောန်ထ္ဍဲ,"(n) second born child, middle child neither youngest or oldest."
Middle finger,ထဍဲ,တဲထ္ဍဲ (n) middle finger.
Middle finger,ဒေါဝ်,ဣဒေါဝ် (n) middle finger.
Middle finger,သ္ဍဲ,တဲသ္ဍဲ(ယ်) (n) middle finger.
Middle finger.  တဲထ္ဍဲ။  ဣဒေါဝ်၊ တဲဒေါဝ်။  တဲအဒေါဝ်။,တဲအဒေါဝ်,(n) middle finger. [id] တဲထ္ဍဲ(ယ်)။ [Syn.] ဣဒေါဝ်၊ တဲဒေါဝ်။ [Cf.] တဲအဒေါဝ်။
Middle finger.  တဲအဒေါဝ်၊ တဲထ္ဍဲ၊ တဲဒေါဝ်။  ဒေါဝ်   middle,ဣဒေါဝ်,(n) middle finger. [Syn.] တဲအဒေါဝ်၊ တဲထ္ဍဲ၊ တဲဒေါဝ်။ [Der.] ဒေါဝ် (n) (adj.) middle.
Middle finger.  အကြာ၊ ကြက်၊ ကြတ်၊ ဂြိုဟ်၊ ပ္ဍဲ။  အဒေါဝ်  middle,ဒေါဝ်,တဲဒေါဝ် (n) middle finger. [Cf] အကြာ၊ ကြက်၊ ကြတ်၊ ဂြိုဟ်၊ ပ္ဍဲ(ယ်)။ [Der] အဒေါဝ် (v) middle.
Middle finger.  ဣဒေါဝ်၊ ဣဒေါဝ်တဲထ္ဍဲ။,ကောန်တဲအဒေါဝ်,(n) middle finger. [id] ဣဒေါဝ်၊ ဣဒေါဝ်တဲထ္ဍဲ(ယ်)။
Middle man,မၞိဟ်အကြာ,"(n) middle man, non-partisan."
Middle of age,ခေတ်အဒေါဝ်,(n) middle of age.
Middle of day,တၚဲ,"သ္ဂာဲတ္ၚဲ (n) midnight. [Cf.] first sense, အဒိုတ်။ second sense, ဗ္ဂာပ်။ [Der.] တ္ၚဲ (n) middle of day."
Middle of day,တ္ၚဲ,"သၟူတ္ၚဲ (n) heat of sun. [Syn.] ပသာန်တ္ၚဲ။ [Cf.] first sense, အဒိုတ်။ second sense, ဗ္ဂာပ်။ [Der.] တ္ၚဲ (n) middle of day."
Middle of day .  တ္ၚဲတဴဓဝ်။,တ္ၚဲ,"(n) sun, sunlight, day, middle of day {from about ten o’clock to two}. [id] တ္ၚဲတဴဓဝ်။"
Middle of day.  သ္ပဒတန်၊ မံၚ်။    ထတူ  to stand.    ဒတူ  residence.    ပတူ  to set up,တူ,"7 (v) to be stationary, to dwell, be located in.    ဇူတူ (v) to make a halt.    တ္ၚဲတူဓဝ် (n) midday, middle of day. [Cf.] သ္ပဒတန်၊ မံၚ်။    ထတူ (v) to stand.    ဒတူ (n) residence.    ပတူ (v) to set up."
Middle of day.  အဒေါဝ်တ္ၚဲ၊ သဂါတ္ၚဲ။,တ္ၚဲတဴဓဝ်,"(n) midday, middle of day. [Cf.] အဒေါဝ်တ္ၚဲ၊ သဂါတ္ၚဲ။"
Middle of day.  အဒေါဝ်တ္ၚဲ။,တၚဲ,"တ္ၚဲက္တဴဓဝ် (n) midday, middle of day. [Cf.] အဒေါဝ်တ္ၚဲ။"
Middle school,ဘာတန်ဒေါဝ်,(n) Middle school.
Middle weight,မၞိဟ်စာဲလက်ပၠုဲမနွံလျိုၚ်ဇကုအကြာ(၁၃၇ ကဵု ၁၆၀ ကဳလဝ်),(n) middle weight.
Middle-aged,ပၠိုၚ်,"(adj) ပၠိုၚ်ပၠိုၚ် (adj) young.    (n) person neither too young nor too old, thing neither too big nor too small, middle-aged."
Middle-sixed tree bearing acerbic fruit in clusters,ကလတ်,"4 (n) middle-sixed tree bearing acerbic fruit in clusters, used for curry. [id] တလတ်။"
