English,Mon,Original_Definition
A back-bone curved man,အကုန်,"(n)  a back-bone curved man, a man with curved back bone."
A bad person,အကြံ,"အကြမ် (n) delinquent, doing wrong {person}, a bad person, an unruly person."
A badly brought up child,ယာဲ,"ကောန်ယာဲဟွံဝေတ် (n) a child whose mother does not restrain him, a badly brought up child."
A bag,ဖျေဲ,"4 (n) a bag, a net, in which a monk carries his bowl."
A bag,ဖျေယ်,"4 (n) a bag, a net, in which a monk carries his bowl."
A bag,ဖျေဲစၞာံ,"(n) a bag, a bellows."
A bamboo,ခၜေါမ်,ဒုန်မွဲထ္ၜောံ(မ်) (n) a bamboo.
A basket with square base,ပုက်,"(n) a basket with square base, small basket-shaped basket of palmyra leaf, square basket with cover, telescope basket."
A bathing place,စၞေဟ်,"(v) see ကဏှေ် (v) crossed in front, to give battle, to offer fight. (n) a haven, a bathing place."
A bathroom,သ္ၚိဇရုၚ်,"(n) a room of which a fire is kept, a bathroom."
A beam of a house,ဒရိပ်,"1 (n) motion from one place to another, course, arrow’s flight, instant, twinkling./n   ကွဳပၟတ်ဏံအာမွဲဒရိပ်ဓဝ်ဟာ (n) dose this train go to traight through?/n   မွဲဒရိပ်ဂှ်ဍေံလုပ် (n) he come in an instant later./n   မွဲဒရိပ်မတ် (n) the twinkling of an eye. [Cf] first sense, ဂြိပ်၊ ထၞ၊ ဒေၚ်၊ ဒမြိပ်၊ ဗရိပ်။    [Der] ဂြိပ် (v) to run. Vocalic infix, third sense by paronymic attraction of ဒရိပ်။/n   ဒရိပ်ကၞဳ (n) wallplate of house, runner of a boat, a beam of a house, a clam."
A beam of loom.  ကလိတ်တတ်၊ ကလိတ်တုတ်။,ကလိတ်,"1 (n) weaver’s beam, a beam of loom. [id] ကလိတ်တတ်၊ ကလိတ်တုတ်။"
A being,ပူဂဵု,"(n) [P. puggalo] an individual’s, human being, a person, respectable person, a creature, a being, a man."
A being,ပူဂိုလ်,"(n) [P. puggalo] an individual’s, human being, a person, respectable person, a creature, a being, a man."
A being superior to man and devas inhabiting the higher celestial regions,ဗြီု,"(n) {Brahma} Brahma, Hindu Brahma, a being superior to man and devas inhabiting the higher celestial regions, the highest of the Brahma lokas and its inhabitants."
A bellows,ဖျေဲစၞာံ,"(n) a bag, a bellows."
A bellyful of rice.  ဂၞဴ။,ဗုၚ်,ပုၚ်မွဲဗုၚ် (n) a bellyful of rice. [Cf] ဂၞဴ။
A big kind of scorpion,အယဴစိၚ်,(n) a big kind of scorpion.
A big shindig,က္ဍိုပ်သ္ကံမၞိဟ်မိပ်ဇြိပ်ညာန်ညေဲထဥဒၟံၚ်ဗွဲမဇၞော်မွဲ,(n) a big shindig.
A birth story of the bodhisat,ဇာတ်,"2 (n) story.    ဇာတက (n) Buddha’s life stories, story of earlier incarnation of the Buddha, a birth story of the Bodhisat, play, stage play, drama.    ဣဗြဴဇာတ် (n) actress.    တံၚ်နၚ်ဇာတ်အတိက်တုဲထ္ၜးဥပမာရ (v) citing old stories he expounded and interpreted them.    ရဲဇာတ် (n) actor.    သုတ်ဇာတ် (n) jataka. [Cf.] ပေဲါ။"
A blindly foolish person,အကြာန်,"(n) a blindly foolish person, a person who does the work without thinking any things, a rash person, an impetuous man, dare-devil."
A boat has sunk out at sea,တ္ၜၚ်,"1 (n) ship, large vessel.    ကောန်တ္ၜၚ် (n) sailor. Final in (n) (phr.) naming natural species often exotic.    ကြေၚ်တ္ၜၚ် (n) Eugenia oblate tree.    ကၠဵုတ္ၜၚ် (n) dog of foreign breed.    ထမၞာတ်တ္ၜၚ် (n) liquorice.    သဂြာတ္ၜၚ် (n) white sugar.    ဂလာတ္ၜၚ် (n) lascar.    ဂၞာတ္ၜၚ် (n) hold.    စးတ္ၜၚ် (n) deck.    စှ်ေဍိုက်တ္ၜၚ် (v) to embark.    ဍိုက်တ္ၜၚ် (v) to go by ship.    တ္ၜၚ်ဗာ်တိတ်အာလ္ပာ်ပါၚ်က္ၜဳဇၞော်တေံ (v) the ship steaming out towards the mouth of the river.    သၞေဟ်တ္ၜၚ် (n) harbour. [Cf.] first sense, ဂၠုၚ်။ second sense, ဇလာ။    တ္ၜၚ်ဗၠိုက်အာပ္ဍဲက္ၜဳ (n) a boat has sunk out at sea."
A boat has sunk out at sea,ပြး,"က္ၜၚ်ဗၠိုက်အာပ္ဍဲက္ၜဳကပေါတ်ဟဳပြးဇး (v) a boat has sunk out at sea, there is gear floating all over the place."
A bomb fell near our house,ပ္တုံစှ်ေ,ပ္ဍဲတရပ်သ္ၚိပိုဲဗံပ္တုံစှ်ေမွဲမ (v) a bomb fell near our house.
A bomb fell near our house.  ခတုံ၊ ဂတုံ၊ ဒတုံ၊ ဒဗိုၚ်၊ ဒေါံ၊ ပတုံ၊ ဗတုံ၊ ဗလောတ်၊ လောတ်။,ဖတုံ,ပ္ဍဲတရပ်သ္ၚိပိုဲဗံဖ္တုံစှေ်မွဲမ (v) a bomb fell near our house. [Cf.] ခတုံ(မ်)၊ ဂတုံ(မ်)၊ ဒတုံ(မ်)၊ ဒဗိုၚ်၊ ဒေါံ(မ်)၊ ပတုံ(မ်)၊ ဗတုံ(မ်)၊ ဗလောတ်၊ လောတ်။
A bomb fell near our house.  ဂတုံ၊ ဒတုံ၊ ပတုံ၊ ဖတုံ။,ခတုံ,ပ္ဍဲကရပ်သ္ၚိပိုဲဗံဒတုံစှ်ေမွဲမ (v) a bomb fell near our house. [Var.] ဂတုံ(မ်)၊ ဒတုံ(မ်)၊ ပတုံ(မ်)၊ ဖတုံ(မ်)။
A bomb fell near our house.  ဒဗိုၚ်၊ ဒေံါ၊ ဗ္ဒောံ၊ ဗလတ်၊ ဗလောတ်၊ လတ်။,ဒတုမ်,ပ္ဍဲတရပ်သ္ၚိပိုဲဗံဒတုံစှ်ေမွဲမ (v) a bomb fell near our house. [Cf.] ဒဗိုၚ်၊ ဒေံါ(မ်)၊ ဗ္ဒောံ(မ်)၊ ဗလတ်၊ ဗလောတ်၊ လတ်။
A bomb fell near our house.  ဒဗိုၚ်၊ ဒေံါ၊ ဗ္ဒောံ၊ ဗလတ်၊ ဗလောတ်၊ လတ်။,ဒတုံ,ပ္ဍဲတရပ်သ္ၚိပိုဲဗံဒတုံစှ်ေမွဲမ (v) a bomb fell near our house. [Cf.] ဒဗိုၚ်၊ ဒေံါ(မ်)၊ ဗ္ဒောံ(မ်)၊ ဗလတ်၊ ဗလောတ်၊ လတ်။
A book,ပြကိုဟ်,"(n) [Skt. Prakarana] [L.F] a literary work, a treatise, a book, work of religious, philosophical or scientific-literature. [id] ပြကိုဟ်ဋဳကာ။"
A book of the abhidhamma,ပထာန်,(n) [P. patthanam] a book of the Abhidhamma.
A bound,ဇုက်ကၞေၚ်,"(n) lashing, cord binding anything, a bound, cord, rope by which anything bound."
A bow for shooting arrows.  တ္ၚ။,တၚ,(n) a bow for shooting arrows. [id] တ္ၚ။
A bow shot off,ပွန်,မွဲပွန်တ္ၚ (n) a bow shot off.
A bow shot's length,မွဲပွန်တ္ၚ,"(n) a bow shot's length, a bowshot off."
A bow shot’s length.  ပဝန်၊ ပွန်။  ပန်  to shot,တဝန်,မွဲတွန်တ္ၚဲ (n) a bow shot’s length. [Cf.] ပဝန်၊ ပွန်။ [Der.] ပန် (v) to shot.
A bowshot off,မွဲပွန်တ္ၚ,"(n) a bow shot's length, a bowshot off."
A bowshot’s distant .  ပန်  to shoot,ပဝန်,မွဲပွန်တ္ၚ (n) a bowshot’s distant {length}. [Der.] ပန် (v) to shoot {with the bow or gun}.
A bowshot’s length.  ပန်  to shoot,ကဝန်,မွဲပွန်တ္ၚဲ (n) a bowshot’s length. [Der.] ပန် (v) to shoot.
A breathing.  ဣဝီု၊ ယဝီု။  ယီု  to breathe,လွီု,"(n) breath, a breathing. [Var.] ဣဝီု(မ်)၊ ယဝီု(မ်)။ [Der.] ယီု(မ်) (v) to breathe."
A breathing.  ဣဝီု၊ ယဝီု။  ယီု  to breathe,လွိုမ်,"(n) breath, a breathing. [Var.] ဣဝီု(မ်)၊ ယဝီု(မ်)။ [Der.] ယီု(မ်) (v) to breathe."
A brighter,အကေက်,"(n) a brighter, sharp, keen, fellow or man."
A broad waistcloth worn with the upper porlion rolled down over the girdle.  သပိုၚ်။    ဗိုက်သပိုၚ်  to put on one’s သပိုၚ်။,ခပိုၚ်,"1 (n) monks lower garment, a broad waistcloth worn with the upper porlion rolled down over the girdle. [id] သပိုၚ်။    ဗိုက်သပိုၚ် (v) to put on one’s သပိုၚ်။"
A broad waistcloth worn with the upper portion rolled down over the girdle,သပိုၚ်,"(n) Buddhist monk's lower garment, monk's lower garment, one of the robes of a monk, a broad waistcloth worn with the upper portion rolled down over the girdle."
A broad-leaves tall timber tree,တၞံအၚ်,"(n) generic name for various species of Dipterocarpus, a broad-leaves tall timber tree, yielding reddish, resinous wood, species of dipterocarpus, Dipterocarpus tuberculatus."
A bud,ခမှောံ,(n) a bud.
A bud. see ခမောံ,ခၟောံ,ခၟောမ် (n) a bud. See ခမောံ(မ်) (n).
A budding flower,ဇလာဲပ္ကဴ,"(n) a budding flower, a flower bud."
A buffalo having one horn or two horns bent down,အလု,(n) a buffalo having one horn or two horns bent down.
A bull,ဥဿဘ,"(n) [P.] a chief, a bull, a note in Hindu gamut, a measure of distance equal to twenty tas or cubits."
A bull’s eye window,ဗတၚ်,"ဗ္တၚ်ဂလတ်ဇာဒိသိုၚ် (n) a round window, a bull’s eye window."
A bull’s hump.  ဗံ၊ ဗံဂၠဴ။,ဂဗအ်,"(n) hump of a bull, a bull’s hump. [id] ဗံ(အ်)၊ ဗံဂၠဴ။"
A bull’s hump.  ဗံ၊ ဗံဂၠဴ။,ဂဗံ,"ဂဗအ် (n) hump of a bull, a bull’s hump. [id] ဗံ(အ်)၊ ဗံဂၠဴ။"
A bundle of herbs or anything else,ဓုပ်,"3 (n) ritual offering to monks, composed of flowers, fruit and small necessaries, arranged in a pyramid, a packet or bundle, a bundle of herbs or anything else, used for fomenting to relieve pain, presents for the monks arranged in the form of a cone or pyramid."
A buzz came from the people assembled in the wayside public rest house,ထဥ,မၞိဟ်ကောံဓရီုဒၟံၚ်ပ္ဍဲဇြပ်ဂှ်ထဥမံၚ် (v) a buzz came from the people assembled in the wayside public rest house.
A buzz came from the people assembled in the ဇြပ် jreop,ဒဥ,"မၞိဟ်ကောံဒရီုဒၟံၚ်ပ္ဍဲဇြပ်ဂှ်ဒဥမံၚ် (v) a buzz came from the people assembled in the ဇြပ် jreop, rest house."
A candle stick,ပၞာၚ်တိုၚ်,"(n) a lamp, a candle stick."
A canoe capsized out in front of the harbour.  တၞီ၊ ဗၠိုက်။  ဗြောံ။,ဗြံ,ဂၠုၚ်မွဲဗြံအာပ္ဍဲဂတမုက်သၞေဟ်က္ၜၚ် (v) a canoe capsized out in front of the harbour. [Var.] တၞီ(မ်)၊ ဗၠိုက်။ [Var.] ဗြောံ(မ်)။
A canoe capsized out in front of the harbour.  တၞီ၊ ဗၠိုက်။  ဗြောံ။,ဗြမ်,ဂၠုၚ်မွဲဗြံအာပ္ဍဲဂတမုက်သၞေဟ်က္ၜၚ် (v) a canoe capsized out in front of the harbour. [Var.] တၞီ(မ်)၊ ဗၠိုက်။ [Var.] ဗြောံ(မ်)။
A cart,ကွဳ,"ဍိုက်ကွဳ (v) to ride in, load on, carry in, a cart."
A cart stuck in the mud,ခက်,ကွဳခက်အာ (v) a cart stuck in the mud.
A case which is to face before a court of law.  အမှုသ္ဒးပ္တဝ်မုက်ပ္ဍဲရုၚ်သၞောဝ်။,ဂဗုတ်,အမှုသ္ဒးပ္တဝ်မုက်ပ္ဍဲရုၚ်ဂဗုတ် (n) a case which is to face before a court of law. [id] အမှုသ္ဒးပ္တဝ်မုက်ပ္ဍဲရုၚ်သၞောဝ်။
A cast-net for catching fish.  သၞိက်။    တရိုဟ်ဇၞိက်  to throw a casting-net.  ဂြာတ်ဇၞိက်။,ဇၞိက်,"2 (n) casting-net, a cast-net for catching fish. [id] သၞိက်။    တရိုဟ်ဇၞိက် (v) to throw a casting-net. [id] ဂြာတ်ဇၞိက်။"
A catalyst.  ဗ္ဂံၚ်။,ဗဂံၚ်,1(n) a catalyst. [id] ဗ္ဂံၚ်။
A cavern,ထမော်,ထၟော်တၟံ (n) a cavern.
A celestial musician.  ဂန္ဓဝ်။,ဒေဝတဴဂန္ဓဝ်,"(n) Gandharva, a celestial musician. [id] ဂန္ဓဝ်။"
A celestial tree in indra’s heaven bearing all wishes. variants of the foregoing.  ကဝ်လဗမြိုက်၊ တၞံကဝ်လဗမြိုက်။,ဗမြိုက်ကဝ်,(n) {Skt. Kalpavriksha} a celestial tree in Indra’s heaven bearing all wishes. Variants of the foregoing. [id] ကဝ်လဗမြိုက်၊ တၞံကဝ်လဗမြိုက်။
A certain weight,ပဵု,"1 (n) [P. palam, phalam] a certain weight, ten ပဵု or palas make one  dharana, unit of weight equivalent to  five ticals. [id] ပိုလ်။"
A certain weight,ပိုဝ်,"1 (n) [P. palam, phalam] a certain weight, ten ပဵု or palas make one  dharana, unit of weight equivalent to  five ticals. [id] ပိုလ်။"
A chief,တလ,တၠခွာ (n) a chief.
A chief,ဥဿဘ,"(n) [P.] a chief, a bull, a note in Hindu gamut, a measure of distance equal to twenty tas or cubits."
A chief.  ဗဓါန်။    ပဗဓါန်  to make a companion,ပဓါန်,"2 (n) [P. padhanam] king, chief companion or minister, a leader, a chief. [id] ဗဓါန်။    ပဗဓါန် (v) to make a companion, to be first. [id] သ္ပဗဓါန်။"
A child whose mother does not restrain him,ယာဲ,"ကောန်ယာဲဟွံဝေတ် (n) a child whose mother does not restrain him, a badly brought up child."
A children’s game played with beans.  စုံမ။    ဝေၚ်စုံမ  to play odds and evens.  အၚဝ်၊ ဆော၊ လ္ၚဝ်၊ လ္ၚောဝ်။,စုံ,"1 စုမ် (n) set, pair.    တၟောံသြိုဟ်မွဲစုံ(မ်) (n) a set of buttons.    စုံမာတ် (n) odds and evens, a children’s game played with beans. [id] စုံမ။    ဝေၚ်စုံမ (v) to play odds and evens. [Cf.] အၚဝ်၊ ဆော၊ လ္ၚဝ်၊ လ္ၚောဝ်။"
A chinchok cry,ဂစောတ်,ဂစက်ဂစောတ် (n) a chinchok cry.
A choice kind of plantain with long fruit of a green colour even when ripe,ဗြာတ်သၠ,"(n) long sweet variety with green skin, a choice kind of plantain with long fruit of a green colour even when ripe, one also finds a kind which ripens yellow in Siam."
A circle of some game,ၛိၚ်,(n) a circle of some game.
A clam,ကၞုက္တောဝ်ကၠိက်,"(n) a clam, large shellfish with a hinged shell, a round shell. (lit. pig ear shell)."
A clam,ဒရိပ်,"1 (n) motion from one place to another, course, arrow’s flight, instant, twinkling./n   ကွဳပၟတ်ဏံအာမွဲဒရိပ်ဓဝ်ဟာ (n) dose this train go to traight through?/n   မွဲဒရိပ်ဂှ်ဍေံလုပ် (n) he come in an instant later./n   မွဲဒရိပ်မတ် (n) the twinkling of an eye. [Cf] first sense, ဂြိပ်၊ ထၞ၊ ဒေၚ်၊ ဒမြိပ်၊ ဗရိပ်။    [Der] ဂြိပ် (v) to run. Vocalic infix, third sense by paronymic attraction of ဒရိပ်။/n   ဒရိပ်ကၞဳ (n) wallplate of house, runner of a boat, a beam of a house, a clam."
A class of attendants in the palace,ခုဇ္ဇာ,"(n) [P.] nurse, lady’s maid, a class of attendants in the palace."
A class of demigods in the service of kuvera,ကိန္နရ,"(n) [P. kinnara] mythical bird with human head and torso, a class of demigods in the service of Kuvera."
A class of demigods in the service of kuvera.  ကနရ်၊ ကနဝ်။,ကနှဝ်,"(n) [P. kinnaro] demigod, a class of demigods in the service of Kuvera. [id] ကနရ်၊ ကနဝ်။"
A class of medicinal herbs,ဇဳ,1 (n) a class of medicinal herbs.
A class of men of brahman descent maintained at indo-chinese courts to carry out brahmanical ceremonies,ဗမၞး,"(n) {Skt./P. brahmana} Brahman, a class of men of brahman descent maintained at Indo-Chinese courts to carry out Brahmanical ceremonies, Brahmin, member of class of astrologers of Indian descent."
A clear soup,သွဍာတ်ဍာတ်ကေဝ်ကေဝ်,"(n) a clear soup, consommé."
A clever kind of wattle work,ရာဇာတၟာန်,(n) a clever kind of wattle work.
A climbing shrub bearing red or white acidulous oblong fruit,တၞံချံ,"တၞံချအ် (n) a climbing shrub bearing red or white acidulous oblong fruit, Elaeagnus latifolia."
A clog put upon the necks of criminals,ဂါ,"1 (n) cangue, a clog put upon the necks of criminals."
A cluster of houses forming a division of a village.  ဗ္တုံ။,ဗအုံ,"(n) heap, subdivision of village, a cluster of houses forming a division of a village. [id] ဗ္တုံ(မ်)။"
A cluster of houses forming a division of a village.  ဗ္တုံ။,ဗအုမ်,"(n) heap, subdivision of village, a cluster of houses forming a division of a village. [id] ဗ္တုံ(မ်)။"
A coconut measure,ဓၞာန်,"(n) a coconut measure, coarse measure. [id] ဒၞာန်။"
A collar put on prisoners,ဂါကံ,ဂါကအ် (n) a collar put on prisoners.
A collection of human hair make into a false tail,စာမ်,"1 (n) switch of hair for incorporation in coiffure, a collection of human hair make into a false tail, pastiche, switch {of hair}."
A collection of human hair make into a false tail,စာံ,"1 စာမ် (n) switch of hair for incorporation in coiffure, a collection of human hair make into a false tail, pastiche, switch {of hair}."
A column,ဒယိုၚ်အတှ်,"(n) post in centre of house supporting interior truss, a column, a pillar."
A comb of bananas,ခရး,ဗြာတ်မွဲဂရး (n) a comb of bananas.
A comb of bananas,ဂရး,ဗြာတ်မွဲဂရး (n) a comb of bananas.
A comb of bananas.  ဗြာတ်မွဲခရး။,ဗြာတ်မွဲဂရး,(n) a comb of bananas. [id] ဗြာတ်မွဲခရး။
A comb shell,ကၞုဂရး,"(n) {lit} a comb shell, an oblong clam shell. [id] ကၞုဃရး၊ ကၞုခရး။"
A commentator.  ဒဒှ်မပါ်ပဲါ။,အ္စာအဋ္ဌကထာ,(n) a commentator. [id.] ဒဒှ်မပါ်ပဲါ။
A common euphemism,သၞိၚ်ဇကု,"(n) male private part, a common euphemism, euphemism for the male private part.    [Der.] ဒြပ်ဇကု (n) the male sexual organ."
A community of monks.  ဂကောံသၚ်။,အဿမာပိုတ်,"(n) [P. assamapadam] hermitage, a community of monks. [id] ဂကောံသၚ်။"
A companion,တဝံၚ်,"(n) a pawn, a companion, a company. [Cf.] ကဝံၚ်၊ ပဝံၚ်၊ ပွံၚ်။"
A company.  ကဝံၚ်၊ ပဝံၚ်၊ ပွံၚ်။,တဝံၚ်,"(n) a pawn, a companion, a company. [Cf.] ကဝံၚ်၊ ပဝံၚ်၊ ပွံၚ်။"
A compound of sodium  ie. sodium carbonate,သဝ်ဒါ,"(n) [Eng.] soda, chemical substance in common use, a compound of sodium {washing soda} ie. sodium carbonate, used for softening water. [id.] သဝ်ဍာ၊ သဝ်ရာ။"
A conch,ကၞုသၚ်,"(n) a conch, a conch shell. [id] သၚ်ခ။"
A conch shell with its spiral turning to the right,ဒက္ခိဏဝဝ်,"ကၞုသၚ်ဒက္ခိဏဝဝ် (adj.) a conch shell with its spiral turning to the right, used at coronations."
A conch shell.  သၚ်ခ။,ကၞုသၚ်,"(n) a conch, a conch shell. [id] သၚ်ခ။"
A conch with its spiral turning to the right used at coronation,ကၞုသၚ်ဒက္ခိဏဝဝ်,(n) a conch with its spiral turning to the right used at coronation.
A congregation,ပူရိသာတ်,"(n) [Skt. parishad] an assembly, a congregation, [L.F] populace."
A couch.  ဂတဵု၊ ဂတဵုထၟိက်၊ ဂတဵုလွိ။    ဂတဵုဒဒှ်  origination,ခတဵု,"2 (n) a seat, a couch. [id] ဂတဵု(ဝ်)၊ ဂတဵုထၟိက်၊ ဂတဵုလွိ။    ဂတဵုဒဒှ် (n) origination, beginning.    ဂတဵုပါသ် (n) chess board.    ဂတဵုဗဒှ် (v) to create, to make. [id] ဂတဵုဗ္ဒဟ်။"
A courtesan,ၚဴ,"2 (n) a courtesan, a harlot. [id] ဗဴစၚ်စေဝ်၊ ဗြဴအဵုဗဵု။"
A covered walk,စၚ်ကြံ,"စၚ်ကြမ် (n) a covered walk, gallery, cloister."
A cradle swing,သရေၚ်,"(n) a cradle swing, cloth sling suspended from ceiling, used as a cradle, hammock slung from pole, litter, howdah."
A creature,ပူဂဵု,"(n) [P. puggalo] an individual’s, human being, a person, respectable person, a creature, a being, a man."
A creature,ပူဂိုလ်,"(n) [P. puggalo] an individual’s, human being, a person, respectable person, a creature, a being, a man."
A creeper the berries which are used to poison fish,အဟုံ,"(n) Anmirta paniculata Colebrooke, a creeper the berries which are used to poison fish."
A cripple,ဝေန်,အဝေန်ဝံက် (v) a cripple.
A cup of tea.  ပ္ၚာန်။  ခရော်  small cup.  ခြော်။,ခေါ်,ဍာ်လက်ဖက်မွဲခေါ် (n) a cup of tea. [Cf.] ပ္ၚာန်။ [Der.] ခရော် (n) small cup. [id] ခြော်။
A curved stick to keep the cloth straight in a loom,ဇဵုနာဲ,"(n) rod used to keep woven portion of cloth tight in loom, lease bar, a curved stick to keep the cloth straight in a loom, stretcher. [id] လေံဇဵုထံက်ယာတ်ပ္ဍဲဓၟၚ်ယန်၊ ဒလေၚ်ဒၟံၚ်သ္တိက်သွက်ဂွံယိုက်မၞိဟ်ယဲ။ [Syn.] ဇဳနာဲ၊ ဇိုၚ်ဏာ။"
A cutter for areca nut,ပနာဲ,2 (n) [id] ပၞာဲ(ယ်)။    ပၞာဲသတ် (n) a cutter for areca nut.
A cutter for areca nut,ပနာယ်,2 (n) [id] ပၞာဲ(ယ်)။    ပၞာဲသတ် (n) a cutter for areca nut.
A cylindrical box with cover,ခ္ဍံ,ခ္ဍအ် (n) a cylindrical box with cover.
A dark planet believed to cause eclipses,ရာဟု,"(n) [LF] [Skt.] astro, Rahu, ascending node of the moon, name of an Asura who causes eclipses, a dark planet believed to cause eclipses."
A day even a half day. တ္ၚဲ။,ဗဂါပ်,မွဲတ္ၚဲကဵုမွဲဗ္ဂာပ်ကီု(မ်) (n) a day even a half day.[Syn] တ္ၚဲ(ယ်)။
A day journey,တြဴမွဲတ္ၚဲ,(n) a day journey.
A day of ill omen,တ္ၚဲပြာပ်ဗ္ဒာ,"(n) ill-fated day, a day of ill omen."
A day’s journey,တရဴမွဲတ္ၚဲ,(n) a day’s journey.
A deed,ပြဝ,"(n) a deed, an action."
A deep mater,ဇြိုဟ်,အရေဝ်ဇြိုဟ် (v) a deep mater.
A depository.     by land.    ဒတန်တိုက်  continent.    ဒက်တိုက်  to put up a brick building.    ဒက်သ္ၚိတိုက်  to build a brick house.  သိုၚ်သ္ၚိတိုက်။    သ္ၚိတိုက်  house of brick.  ရုၚ်၊ သ္ၚိ။,တိုက်,"1 (n) building of brick, stone or cement, public building, hall, brick or stone building, any secure place, a depository.    (adv) by land.    ဒတန်တိုက် (n) continent.    ဒက်တိုက် (v) to put up a brick building.    ဒက်သ္ၚိတိုက် (v) to build a brick house. [id] သိုၚ်သ္ၚိတိုက်။    သ္ၚိတိုက် (n) house of brick. [Cf.] ရုၚ်၊ သ္ၚိ။"
A desire,ဂနပ်,"2 (n) a desire, a longing. [id] ဂၞပ်။    ဒးဂၞပ် (v) to like, prefer. [Cf.] ပၟိက်၊ လောဘ။"
A disorder of the stomach.  ဒဒှ်မစံၚ်မြံၚ်။,ဒဒှ်မၜန်ၜဲါ,(n) a disorder of the stomach. [id] ဒဒှ်မစံၚ်မြံၚ်။
A division of district,အရာပ်,"(n) place, district, a division of district, town or village, ward, quarter {of town}, cluster of houses forming a division of a village."
A dog bit it,ဂိ,"ဇိုၚ်ဍေံဂိကၠဵုကိတ်လဝ် (v) he has a bad leg, a dog bit it."
A dog bit it.    ဍေံမံၚ်ဟွံမိပ်  he is not well.  ဍေံမံၚ်စဟွံခိုဟ်။    ဍေံသ္ဒးဒုၚ်မံၚ်ဘဲၚေက်ဂိအ္စာ  he is suffering from toothache,မံၚ်,"7 (v) to remain, to stay, continue in a place or state, live, reside, to remain quiet, to tarry, to dwell, to be.    အ္စာပလေဝ်နာဍဳဗ္ဂပ်မံၚ်စက်နာဍဳ (v) the watch repairer is putting the works together.    အရေဝ်ရဲဂဒဵုဟီုဂှ်ရဲခၠိုၚ်ကၠိုဟ်မံၚ်စိုတ်ဟာ (v) do Roa Khamiung {Bilugyun people} understand the speech of Roa Kaday {Kado people}   အဲဂၠာဲမံၚ်ဗှေ်လံကွေံရ (v) I have been looking for you for a long time?    အဲစိုပ်မံၚ်အဏံမသုန်သၞာံလောန်ကၠုၚ်တုဲဣရ (v) it is five years since I  came here.    ကောန်ၚာ်ဏံမံၚ်ကွေံညိဟွံလရိုအ် (v) your baby is ver quiet, he does not cyr at all.    ဇို်ၚ်ဍေံဂိမံၚ်ကၠဵုကိတ်လဝ် (v) he has a bad leg, a dog bit it.    ဍေံမံၚ်ဟွံမိပ် (v) he is not well. [id] ဍေံမံၚ်စဟွံခိုဟ်။    ဍေံသ္ဒးဒုၚ်မံၚ်ဘဲၚေက်ဂိအ္စာ (v) he is suffering from toothache, sir.    ဍေံဟုံမံၚ်ဍာ် (v) he was having his bath.    တိခိုဟ်လေဝ်တိတ်မံၚ်ကီုရ (v) on good land you do get that much yield.    တုဟ်မိဟ်ကဵုအးမံၚ် (v) scrub the dirt till he is clean.    နူဂယးသ္ဒးဍုန်မံၚ်ပုၚ် (v) I shall be cooking the dinner in the morning.    ဗှေ်တံမံၚ်မိပ်စမိပ်မံၚ်ရဟာ (v) are you all in good health?    ဗှေ်မံၚ်အဏံကၠာ အဲအာသ္ၚိဍာ်မွဲလစုတ်ဏီ (v) you stay here a minute or two, I am just going to lavatory. [as va.] shows durative aspect usually embracing or extending up to, to point out time, rarely generic.    ဗှေ်မံၚ်အဏံလံမံၚ်ရဟာ (v) have you been living here long.    မိကဵုအဲဂၠိုၚ်မံၚ်ဂှ် (v) you have given me a lot, Mummy.    မာန်မံၚ်ရ (v) they keep on winning.    မၞိဟ်ယဲမံၚ်ဂှ်ခိုဟ်အာဣရဟာ (v) are the  sick man has recovered? [Syn.] ခိုဟ်အာ၊ ခိုဟ်တိုန်။    လ္ပဖျေံမံၚ်ဇကုဗှေ်ဂၠိုၚ်ဂှ် (v) do not spend too much time making yourself look nice.    သွက်တၟုဲအာကၠုၚ်ဂွံမံၚ်ဖျေံလဝ်သ္ၚိကျာခိုဟ်ခိုဟ် (v) make the veranda look nice so that our guests can use it. Occasionally this aspect applies to the result of the act specified. [Cf.] ထတ်ယုက်။ [Cf.] first sense, တဴ၊ သ္ပဒတဴ၊ သ္ပဒတန်။    [Der.] ဒၟံၚ် (n) dwelling place.    ဗၟံၚ် (v) to house."
A dog bit me,ကၠဵုကိတ်အဲ,(v) a dog bit me.
A dog bite it,ကိတ်,"ဇိုၚ်ဍေံဂိမံၚ်ကၠဵုကိတ်လဝ် (v) he has a bad leg, a dog bite it."
A domestic,သၟာကမၠောန်အပ္ဍဲသ္ၚိ,(n) a domestic.
A dose as of medicine,မွဲသွုၚ်,"(n) a drink, a dose as of medicine."
A dose of medicine,ဂဥုဲမွဲသွုၚ်,(n) a dose of medicine.
A dose of medicine,သွုၚ်,ဂဥုဲမွဲသွုၚ် (n) a dose of medicine.
A draw plate used in wire manufacture,လောတ်,"2 (n) a draw plate used in wire manufacture, a plate for drawing wire.    ဇုက်လောတ် (n) single-strand wire, telegraph wire."
A drink,မွဲသွုၚ်,"(n) a drink, a dose as of medicine."
A drongo or king crow flew over the house,ပဝ်လောန်,သ္ဍိမွဲပဝ်လောန်သ္ၚိ (v) a drongo or king crow flew over the house.
A drongo.  ခ္ဍိ။,သ္ဍိ,ဂစေံသ္ဍိ (n) a drongo. [Var.] ခ္ဍိ။
