English,Mon,Original_Definition
Record of ancient tradition and customs,လိက်သမ္တီ,"(n) jottings, note, directive, record of ancient tradition and customs, treatise, monograph."
Record of historical facts not found in regular chronicles,တၞးရာဇဝၚ်,(n) record of historical facts not found in regular chronicles.
Record or account of what has happened,လၟေၚ်ဒဒှ်,"(n) process of event, record or account of what has happened."
Record table,ဗပိုတ်,"(n) notebook, [esp.] one consisting of a continuous folded sheet, in which magical and other formulas are recorded, an inscribed metal plate, book, volume, record table, a plate of metal with writing."
Recorder ,ရိကပ်တာ,(n) [Eng.] recorder {of sound}.
Recording.  ဒဒှ်မကလေၚ်ဂွံ။,ဒဒှ်မရပ်ပၠောပ်ကေတ်လဝ်ရမျှာၚ်,(n) recording. [id] ဒဒှ်မကလေၚ်ဂွံ(အ်)။
Recount,လဴ,"3 (v) to tell, relate, recount."
Recount,ဟီုလဴ,"(v) to tell, relate, recount, to make known."
Recount the whole story in detail,ဇက်ဇာတ်,(v) recount the whole story in detail.
Recount.  လဴ။,လေဲ,"2 (v) to tell, relate, recount. [Var.] လဴ။"
Recount.  လဴ။,လေယ်,"2 (v) to tell, relate, recount. [Var.] လဴ။"
Recover from illness.  လလံသွာ၊ ဗၠး။,ဗၠးနူယဲ,(v) recover from illness. [id] လလံသွာ၊ ဗၠး။
Recover one's strength.  ခိုဟ်စ၊ ခိုဟ်တိုန်၊ သာတိုန်၊  ယိုပ်ယာတိုန်။,မြာကလိဂွံ,"မြောံမြာ (v) to convalesce, recover one's strength. [Cf.] ခိုဟ်စ၊ ခိုဟ်တိုန်၊ (ယဲ)သာတိုန်၊ [id.] ယိုပ်ယာတိုန်။"
Recovery from illness,လလံသွာ,"(v) mental relief, recovery from illness, relief of mind."
Recovery.  ဒဒှ်မကလေၚ်ဂွံ၊ လလံသွာအာ။,ဒဒှ်မကလေၚ်ယိုပ်ယာကၠုၚ်,(n) recovery. [id] ဒဒှ်မကလေၚ်ဂွံ(အ်)၊ လလံသွာအာ။
Recruit a groom henchmen,လွဳမၞိဟ်,"(v) recruit a groom henchmen, build up potential replacements."
Recruit troops under his banner,လုပ်ဒုၚ်ပ္သေက်ဗဵု,"(v) {of a prince, chief or leader} recruit troops under his banner."
Rectangle,ပန်ကၠၚ်,"(n) square, rectangle, having four angles or four sides. [id] မနွံဒ္ကဴပန်လ္ပာ်(က်)။"
Rectangular,မဒှ်ဗီုတၚ်တဲဒ္ကဴပန်,(adj) rectangular.
Rectification,ဒဒှ်မလေပ်ပလေဝ်ပလေတ်ညံၚ်ဂွံဒှ်ဍာံဍာံ,(n) rectification.
Rectify.  ကလိတ်၊ ပ္ညဳ၊ သ္ပညံၚ်သ္ဂောံကလိတ်။,ပရေ,"(v) to smooth, to make smooth, to make even, agreeable, rectify. [id] ကလိတ်၊ ပ္ညဳ၊ သ္ပညံၚ်သ္ဂောံကလိတ်။"
Rectilinear slab of roofing material,ကြောပ်,"(n) rectilinear slab of roofing material, tile, brick tile."
Rectitude,အဇ္ဇေ,"(n) [P.] rectitude, honesty."
Rector of a university,ဂအုပ်ပါမောက္ခ,(n) rector of a university.
Rectory,သ္ၚိလကျာ်ဇၞော်ခရေတ်ယာန်ဂိုန်အၚ်္ဂလာန်,(n) rectory.
Rectum,သိုၚ်တကေတ်,"(n) rectum, anus."
Recuperate.  ခိုဟ်တိုန်၊ မြဴ။,ယဲသာတိုန်,"(v) to get better, recuperate. [Cf.] ခိုဟ်တိုန်၊ မြဴ။"
Recuperation,ဒဒှ်မသ္ကဵုယိုပ်ယာတိုန်,(n) recuperation.
Recurrence.  ဒဒှ်မက္တဵုဒှ်ကၠုၚ်ဂၠိုၚ်ကဵုအလန်၊ ဒဒှ်မကလေၚ်ဂွံသ္တိ၊ ဒဒှ်မကလေၚ်ဟီုဂး။,ဒဒှ်မက္တဵုဒှ်ကၠုၚ်မွဲလန်ပၠန်,(n) recurrence. [id] ဒဒှ်မက္တဵုဒှ်ကၠုၚ်ဂၠိုၚ်ကဵုအလန်၊ ဒဒှ်မကလေၚ်ဂွံသ္တိ၊ ဒဒှ်မကလေၚ်ဟီုဂး။
Recurrent.  မကလေၚ်က္တဵုဒှ်ကၠုၚ်နကဵုအခိၚ်ဍာံဍာံ။,မကလေၚ်က္တဵုဒှ်ကၠုၚ်ဟွံလံဟွံလံ,(adj) recurrent. [id] မကလေၚ်က္တဵုဒှ်ကၠုၚ်နကဵုအခိၚ်ဍာံဍာံ(မ်)။
Red,လောဟိတ,2 (adj) [P.] red.
Red and.  ခၟောတ်၊ ဂြုန်။  အချဴ။,လချဴ,(n) red and. [Cf.] ခၟောတ်၊ ဂြုန်။ [Var.] အချဴ။
Red ant's nest ,သ္ပောဲအချဴ,(n) red ant's nest {of leaves in tree}.
Red ant.  ခၟောတ်၊ ဂြုန်။,အချဴ,(n) red ant. [Cf.] ခၟောတ်၊ ဂြုန်။
Red ant.  အချဴ။  ခၟောတ်၊ ဂြုန်။,ကချဴ,(n) red ant. [id] အချဴ။ [Cf.] ခၟောတ်၊ ဂြုန်။
Red ant’s nest ,ခပေဲါ,"ခပေဲါအချဴ (n) red ant’s nest {of leaves, in tree}."
Red arsenic,တၟံမနောသိလာ,"(n) realgar, red arsenic, vermilion."
Red blood corpuscle,ခဒံသွတ်ဆီဗ္ကေတ်,(n) red blood corpuscle.
Red colour,အရံၚ်ဗ္ကေတ်,(n) red colour.
Red cotton blanket,ယာတ်ဂ ရှာ,(n) red cotton blanket.
Red deer,မၚ်,"1 (n) red deer, brow-antlered rusa, Rucervus thamin. [Cf.] ဂြာဲ(ယ်)၊ ဒြာဲ၊ ပှ်၊ ပှေ်။    [Der.] တ္ၜိုၚ် (n) sambhur {a kind of deer}. [id] ၜိုၚ်။"
Red flesh,ဖျုန်ကၟဝ်,"(n) red flesh, gall, bulbous growth {on bone or tree} parasitic shrub of the Lormthus, family, mistle toe. [id] တၞံကောန်ကၠၚ်။"
Red flowers in early summer,အၚ်,"1 (n) a kind of tree, which belong to a species of Dipterocarpus, board-leaved tall tree yielding reddish, resinous wood. Dipterocarpus tuberculatus.   တၞံအၚ် (n) generic name for various species of Dipterocarpus.   အၚ်ဒိုၚ် (n) species of Dipterocarpus yielding oil.   အၚ်ရေၚ် (n) lard shorea, D. Griffithii Miqu. and shinneri King. tall, indigenous hardwood tree bearing sprays fragrant, red flowers in early summer, Pentacme suavis."
Red flowers in early summer.  အၚ်ရေၚ်။,အံၚ်ရေၚ်,"(n) a kind of flower tree, lard shorea, tall indigenous hard wood tree bearing sprays of fragrant, red flowers in early summer. [Var.] အၚ်ရေၚ်။"
Red glutinous rice.  သြောံပလေၚ်တၚ်ၜဴ။,သြောံပလေၚ်ၜဴ,(n) red glutinous rice. [Cf.] သြောံပလေၚ်တၚ်ၜဴ။
Red indian,ဂကူအေန်ဒဳယျိန်မနွံပ္ဍဲတိုက်အမေရိက,"(n) red-skin, red Indian."
Red lotus,သွာဗ္ကေတ်,"(n) red lotus, Nymphaea rubra."
Red ochre,ခၞိက်တိဗ္ကေတ်,"(n) red ochre, haematite."
Red of sepindus,ကဏေၚ်,"ကၞေၚ်ဝဲ(ယ်) (n) species of soapberry, red of sepindus."
Red orpiment,စိန်ၚေက်ချေံ,"(n) realgar, red orpiment, arsenic trisulphide."
Red pepper,မရေက်,"(n) red pepper, chilli. [id] မြေက်။"
Red pepper,မြေက်,"(n) red pepper, chilli."
Red sandal wood,စလန်,စၠန်ဗ္ကေတ် (n) red sandal wood.
Red sapindus,ကၞေၚ်ဝဲ,"(n) red sapindus, soapberry, Erioglossum rubiginosum Blyth. [id] တၞေၚ်ဝဲ(ယ်)။"
Red sapindus.  တၞေၚ်ၜဲ၊ သတ်အိက်ဗ္ၜေံ။,တၞေၚ်ဝဲ,"(n) species of soapberry, red sapindus. [id] တၞေၚ်ၜဲ၊ သတ်အိက်ဗ္ၜေံ(အ်)။"
Red sapindus.  တၞံတၞေၚ်ဝဲ။,တၞံကၞေၚ်ဝဲ,"(n) a species of soapberry, red sapindus. [id] တၞံတၞေၚ်ဝဲ။"
Red silk cotton tree,ကြိက်အရံၚ်တ္ၚဲ,"(n) bombox, red silk cotton tree."
Red squirrel,ပြိပ်ဗ္ကေတ်,"(n) red squirrel, Sciurus ferrugineus F. Cuvier."
Red stemmed twining plant bearing edible fruit and leaves,လှိုန်,"1 (n) red stemmed twining plant bearing edible fruit and leaves, Basella rubre."
Red variety of glutinous rice,ကမၠေၚ်,ကမၠေၚ်တၚ်ၜဴ (n) red variety of glutinous rice.
Red variety of glutinous rice,ကမၠေၚ်တၚ်ၜဴ,(n) red variety of glutinous rice.
Red variety of glutinous rice,တမၠေၚ်တၚ်ၜဴ,(n) red variety of glutinous rice.
Red variety of glutinous rice,ပလေၚ်တၚ်ၜဴ,(n) red variety of glutinous rice.
Red-handed,နတဲနဇိုၚ်,(adv) red-handed.
Red-hot,ဍာဲဍာဲ,"(adj) red-hot, deep red. [id] ဍာဲဂြၚ်မံၚ်၊ ဒေါသ၊ မနွံကဵုစိုတ်သ္ကာတ်မြဟ်။"
Red-letter day.  တ္ၚဲသ္ဘၚ်၊ တ္ၚဲတၟေၚ်။,တ္ၚဲပရဲ,(n) red-letter day. [id] တ္ၚဲသ္ဘၚ်၊ တ္ၚဲတၟေၚ်။
Red-skin,ဂကူအေန်ဒဳယျိန်မနွံပ္ဍဲတိုက်အမေရိက,"(n) red-skin, red Indian."
Red-wattled lapwing,ဂစေံတေဝ်တောတ်,"(n) red-wattled lapwing, lapwing, plover."
Red-wattled lapwing,တေဝ်တောတ်,"(n) red-wattled lapwing, lobivanellus indicus atronuchails Jerdon. [id] ဂစေံတေဝ်တောတ်။"
Redden.  ဗ္ကေတ်ကၠုၚ်၊ ဗ္ကေတ်တိုန်။,သ္ကဵုဗ္ကေတ်,(v) redden. [id.] ဗ္ကေတ်ကၠုၚ်၊ ဗ္ကေတ်တိုန်။
Reddish,သာ်ထဝ်မနှဴ,(n) reddish.
Reddish colour,သာ်ဒမျိုၚ်,"(n) reddish colour, tawny colour."
Reddish pink when ripe,ဗြာတ်ထဝ်,"(n) golden plantain, reddish pink when ripe, a species of banana with deepred skin."
Reddish.  မနွံအရံၚ်ဒမျိုၚ်။ မသၞဴဒၟံၚ်ကဵုသာ်ထဝ်။,ဒမျိုၚ်,1 (adj) reddish. [id] မနွံအရံၚ်ဒမျိုၚ်။ မသၞဴဒၟံၚ်ကဵုသာ်ထဝ်။
Redemption,တဲၜက်အာ,"(v) go beyond the limit {usually used when such action causes death}, by beyond retrieval, redemption."
Redemption,ဒဒှ်မဟံၚ်ပြာ်,"(n) redemption, salvation. [id] ဒဒှ်မဟံၚ်ပြာ်ပ္တိုန်ကောန်မၞိဟ်နူကဵုဒုဟ်ဒုစရိုတ်၊ ဒဒှ်မဟံၚ်ပြာ်ဗလး။"
Reduce,ဖျံ,"ဖျအ် (v) to be less, reduce, lessen, decrease {of attempts, hopes, etc.}, give up {of knots, belts, etc.}, loosen, slacken, pay out."
Reduce,ဖျံဖ္အောန်,"(v) lessen, mileage, reduce."
Reduce,ဖျံဖျေံ,"(v) cut back, reduce, cut down."
Reduce price,ဖျံၚုဟ်,(v) reduce price.
Reduce to powder or paste,ထဍိုဟ်,"ထ္ဍိုတ်သ္ၚု (v) to grind husked rice to powder. [Var.] ဂဍိုတ်၊ သ္ဍိုတ်။ [Cf.] ဂြး၊ ဇိက်၊ ဒလုက်၊ ပိုဟ်၊ ဗုတ်၊ သေဝ်။ [Der.] ဍိုတ် (v) to be finely ground, be smooth, reduce to powder or paste."
Reduced to powder,သ္ဍိုတ်,"(v) to be powdered, composed of small particles, to be fine, make fine, reduced to powder."
Reduction,ဒဒှ်မဖျံဖျေံ,"(n) reduction, relaxation. [id] ဒဒှ်မအောန်စှ်ေ၊ ဒဒှ်မပရေလၟောၚ်၊ ဒဒှ်မဖျံထောံ(အ်)၊ ဗီုမထၞောတ်ဖျေံလဝ်နကဵုအဝဲအဆဍေံမကိတ်ကဵုသၞောတ်ဗ္ၜတ်။"
Redundancy,ဒဒှ်မဂၠိုၚ်မံၚ်နူကဵုနွံပၟိက်,(n) redundancy.
Redundant tooth,ၚေက်တၞဲတိတ်,(n) redundant tooth.
Reed,လ္တာ်ပေဝ်,"(n) uvula, reed {of some wind instruments}, mouth-piece, the mouth-piece of wind instrument, mouth-piece of a clarionet. [id.] ပေဝ်၊ လ္တာ်(က်)၊ ကောန်လ္တာ်(က်)၊ မၞိဟ်စၞးသွက်ညးသ္အာၚ်၊ လဟီု(မ်)၊ သ္ဂး၊ လ္တာ်စၞောဲ(ယ်)။"
Reed,သပိုဟ်,"(n) species of reed, reed, reeds of Arundo donax L and other species, used for matting. [id.] ကပိုဟ်။"
Reed mat,သ္ပေဝ်,"(n) reed mat, rush mat. [id.] ခပေဝ်၊ ဒကဝ်သ္ၜေဝ်၊ ထ္ကဝ်သ္ပေဝ်၊ သ္ကဝ်သ္ပေဝ်။"
Reed of aboe,ပေဝ်,"1 (n) reed of aboe, whistle, musical instrument, clarinet {clarionet}, the mouth piece of clarinet, squeaker made by slitting hollow stem of တၞံလဒဳ to form reed. [id] ဟဝ်၊ ခၞောဲ(ယ်)။    လ္တာ်ပေဝ် (n) aboe reed. {Thai, ပၠဳ (n) aboe}."
Reed of arundo donax l. and other species,ဗပိုဟ်,"(n) reed of Arundo donax L. And other species, used for matting. [Var.] သပိုဟ်။"
Reed of loom,လက်ဟတ်,(n) reed of loom.
Reed of oboe,လ္တာ်ၜဳ,"(n) reed of oboe, sea weed."
Reed of oboe ။,ကတာ်,လ္တာ်ပေဝ် (n) reed of oboe (ဟဝ်၊ ခၞောဲ(ယ်)။
Reed used for mats,ကပိုဟ်,"(n) reed used for mats, of various species, reeds of Arundo donax L. and other species. Used for matting. [Var.] အပိုဟ်၊ သ္ပိုဟ်။"
Reed used for mats,အပိုဟ်,"(n) reed used for mats, of various species. [Var.] ကပိုဟ်။"
Reeds of arundo donax l and other species,သပိုဟ်,"(n) species of reed, reed, reeds of Arundo donax L and other species, used for matting. [id.] ကပိုဟ်။"
Reeds of arundo donax l. and other species. used for matting.  အပိုဟ်၊ သ္ပိုဟ်။,ကပိုဟ်,"(n) reed used for mats, of various species, reeds of Arundo donax L. and other species. Used for matting. [Var.] အပိုဟ်၊ သ္ပိုဟ်။"
Reedy,မသ္ကေက်ကာတ်,(adj) {ရမျှာၚ် (n) voice} reedy.
Reef knot,နဲဒက်ဇုက်မကော်ခဴစဒက်ပးလာၚ်,(n) reef knot.
Reel cotton thread endowed with powers through recitation of ပရိုတ်။,တောဝ်ပရိုတ်,(n) reel cotton thread endowed with powers through recitation of ပရိုတ်။
Refectory,ရုၚ်ပုၚ်,(n) refectory.
Refer to,ဓမံက်,"ဓၟံက်စၞောန် (v) show, direct, point out, refer to, reveal and direct to make the meaning clear."
Refer to,ရန်စၞောန်,"(v) refer to, make a reference to."
Refer to.  နိဿဲ၊ ဗ္ဒာဲ။,နိတ်သြဲ,"(v) [Skt. nisraya] to trust in, to rely on, to depend upon, truth in, refer to. [id] နိဿဲ၊ ဗ္ဒာဲ။"
Referee.  မၞိဟ်ဇမၞော်ဃံၚ်သၟာဓိ၊ ယဵုဒုၚ်နဒှ်မၞိဟ်ဇမၞော်ဒေၚ်၊ ယဵုဒုၚ်နဒဒှ်မၞိဟ်ဇမၞော်ဃံၚ်သၟာဓိ။,မၞိဟ်ဇမၞော်ဒေၚ်,(n) referee. [id.] မၞိဟ်ဇမၞော်ဃံၚ်သၟာဓိ၊ ယဵုဒုၚ်နဒှ်မၞိဟ်ဇမၞော်ဒေၚ်၊ ယဵုဒုၚ်နဒဒှ်မၞိဟ်ဇမၞော်ဃံၚ်သၟာဓိ။
Reference,တၚ်ရန်စၞောန်,(n) reference.
Reference,ပြကိုဟ်နိဿဲ,"(n) authoritative reference, reference, references. [id] ပြကိုဟ်နိဿဲ၊ ပြကိုဟ်ဗ္ဒာဲဒၠာဲ။"
Reference,အထံက်,"(n) support, help, assistance, prop, strut, scout, supporting evidence, proof, reference, act of setting."
Reference.  အရာမသ္ပသာဓက၊ ဒဒှ်မစပ်ဖျပ်တုဲ၊ ဒဒှ်မဆေၚ်စပ်တုဲ၊ သာဓက၊ ဒဒှ်မရန်လဝ်၊ ဒဒှ်မသ္ပသာဓက၊ မၞိဟ်ပ္တိတ်ကဵုလိက်ထံက်ဂလာန်သာ်ဂှ်၊ လိက်သွက်ထံက်ဂလာန်ဒ္ဂေတ်ပဋိပတ်အစောံစရာဲ။,ဒဒှ်မပ္တိုန်ထ္ၜးသွက်ဂွံသ္ဂုတ်သွာတ်,(n) reference. [id] အရာမသ္ပသာဓက၊ ဒဒှ်မစပ်ဖျပ်တုဲ၊ ဒဒှ်မဆေၚ်စပ်တုဲ၊ သာဓက၊ ဒဒှ်မရန်လဝ်၊ ဒဒှ်မသ္ပသာဓက၊ မၞိဟ်ပ္တိတ်ကဵုလိက်ထံက်ဂလာန်သာ်ဂှ်၊ လိက်သွက်ထံက်ဂလာန်ဒ္ဂေတ်ပဋိပတ်အစောံစရာဲ။
References.  ပြကိုဟ်နိဿဲ၊ ပြကိုဟ်ဗ္ဒာဲဒၠာဲ။,ပြကိုဟ်နိဿဲ,"(n) authoritative reference, reference, references. [id] ပြကိုဟ်နိဿဲ၊ ပြကိုဟ်ဗ္ဒာဲဒၠာဲ။"
Referendum,ပေဲါကေတ်ဆန္ဒ,(n) referendum.
Referendum,ပေဲါမကေတ်ဆန္ဒ,(n) referendum.
Referring to objects in sight,ဣတေံ,"(pron.) that, that one, he, she or it. (adv) these, yonder, referring to objects in sight."
Referring to objects in sight,ဣတံဏံ,"(pron.) these, referring to objects in sight, use တံဏံ (pron.) these."
Referring to those for whom speaker is spokesman and normally excluding person addressed,ပိုဲညး,"(pron) we, us, referring to those for whom speaker is spokesman and normally excluding person addressed."
Refined sugar,ဓဂြာက္ၜၚ်,(n) refined sugar.
Refined sugar.  ဓဂြာက္ၜၚ်။,သဂြာက္ၜၚ်,(n) refined sugar. [id.] ဓဂြာက္ၜၚ်။
Refinement.  ဒဒှ်မတောတက်ကၠုၚ်နကဵုတၞုၚ်ၜတ်ၜတ်တကတ်တကတ်နကဵုဍာ်သ္ဍိုဟ်ပညာ၊ ဒဒှ်မပြုပြေၚ်လဝ်ညံၚ်ရဴသ္ဂောံခိုဟ်၊ ဒဒှ်မသ္အးဇ္ၚးထောံကာယဒွာကဵုမနောဒွာ၊ . ဒဒှ်မသ္ကဵုသ္အးဇ္ၚးအာ။,ဒဒှ်မသ္အးထောံမိဟ်,(n) refinement. [id] ဒဒှ်မတောတက်ကၠုၚ်နကဵုတၞုၚ်ၜတ်ၜတ်တကတ်တကတ်နကဵုဍာ်သ္ဍိုဟ်ပညာ၊ ဒဒှ်မပြုပြေၚ်လဝ်ညံၚ်ရဴသ္ဂောံခိုဟ်၊ ဒဒှ်မသ္အးဇ္ၚးထောံကာယဒွာကဵုမနောဒွာ၊ {စိုတ် (n) mind. ကာယ (n) body}. ဒဒှ်မသ္ကဵုသ္အးဇ္ၚးအာ။
Refinery,ရုၚ်စက်မသ္အးမိဟ်ကဵုအရာမွဲမွဲ,(n) refinery.
Refitting,ဒဒှ်မပ္တိုန်က္ၜၚ်ဒဵုသွက်ဂွံပလေဝ်,(n) refitting.
Reflect,အရံၚ်ကလေၚ်ပၠန်ဂတး,(v) reflect.
Reflect to consider.  ဗ္စာ။,ဗစာ,"(v) {P. Picaro} to judge, give judgement, come to a decision, to ponder, reflect to consider. [id] ဗ္စာ။"
Reflect.  ဗ္စာ။    နာဲသ္စာ  arbitrator.  နာဲဗ္စာ။    သ္ကိုပ်သ္စာ  judge.  သ္ကိုပ်ဗ္စာ။  ချပ်၊ ဖျေံအသံ။,ခစာ,"2 (v) to judge, give judgment, come to decision, to ponder, reflect. [id] ဗ္စာ။    နာဲသ္စာ (n) arbitrator. [id] နာဲဗ္စာ။    သ္ကိုပ်သ္စာ (n) judge. [id] သ္ကိုပ်ဗ္စာ။ [Cf.] ချပ်၊ ဖျေံအသံ(မ်)။"
Reflection,ဒၚောဝ်,"(n) glass, mirror, image in mirror, reflection, spectacles, view, glass of any kind. [id] ဒ္ၚောဝ်။"
Reflection,ဝိတက်,"(n) [P. vitakko] reflection, thought, thinking."
Reflection,အရံၚ်ပၠန်,(n) reflection.
Reflection .  အရာမချူဓၟံက်ထ္ၜးလညာတ်မပၠန်မံက်ကၠုၚ်ပ္ဍဲစိုတ်၊ ဒဒှ်ရုပ်မကလေၚ်ပၠန်မံက်၊ ပွမချပ်ဗ္စာရဏာစၚ်ခြၚ်၊ ပွမဟီုဂရိုဟ်စုတ်ဒုဟ်။,ဒဒှ်မပၠန်ကလေၚ်ကၠုၚ်,(n) reflection {လျး (n) light. ပသာန် (n) heat. ရမျှာၚ် (n) sound}. [id] အရာမချူဓၟံက်ထ္ၜးလညာတ်မပၠန်မံက်ကၠုၚ်ပ္ဍဲစိုတ်၊ ဒဒှ်ရုပ်မကလေၚ်ပၠန်မံက်၊ ပွမချပ်ဗ္စာရဏာစၚ်ခြၚ်၊ ပွမဟီုဂရိုဟ်စုတ်ဒုဟ်။
Reflection {လျး၊ ပသာန်၊ ရမျှာၚ်၊ ပွမချပ်ဗ္စာရဏာစၚ်ခြၚ်၊ အရာမချူဓၟံက်ထ္ၜးလညာတ်မပၠန်မံက်ကၠုၚ်ပ္ဍဲစိုတ်၊ ပွမဟီုဂးဂရိုဟ်စုတ်ဒုဟ်။,ဒဒှ်မကလေၚ်ပၠန်ကၠုၚ်,(n) reflection {လျး၊ ပသာန်၊ ရမျှာၚ်၊ ပွမချပ်ဗ္စာရဏာစၚ်ခြၚ်၊ အရာမချူဓၟံက်ထ္ၜးလညာတ်မပၠန်မံက်ကၠုၚ်ပ္ဍဲစိုတ်၊ ပွမဟီုဂးဂရိုဟ်စုတ်ဒုဟ်။
Reflective.  မလေပ်ချပ်ဗ္စာရဏာတွဵု။,မလေပ်ချပ်ဗ္စာရဏာစၚ်ခြၚ်,(adj) reflective. [id] မလေပ်ချပ်ဗ္စာရဏာတွဵု။
Reflexion,ဒဒှ်ရုပ်မကလေၚ်ပၠန်မံက်,(n) reflexion.
Reform the character of.  ခဍိုန်၊ ထ္ဍိုန်။    ကျာ်ဇၞော်ထ္ဍိုန်မၞိဟ်ပရံ ညးပၠောပ်သ္ပပယျဝ်ဂၠိုၚ်  the abbot reformed many bad characters by persuading them to become monks.     ထ္ဍိုန်  to be soft.    ထ္ဍိုန်ဂဥုဲ  to dilute medicine.    ထ္ဍိုန်ဒုန်  to soften bamboo by soaking.    ထ္ဍိုန်ပၟတ်  to let a fire go down,ခ္ဍိုန်,"1 (v) to soften, make supple, dilute, mitigate, reform the character of. [id] ခဍိုန်၊ ထ္ဍိုန်။    ကျာ်ဇၞော်ထ္ဍိုန်မၞိဟ်ပရံ ညးပၠောပ်သ္ပပယျဝ်ဂၠိုၚ် (v) the abbot reformed many bad characters by persuading them to become monks.    [Der.] ထ္ဍိုန် (v) to be soft.    ထ္ဍိုန်ဂဥုဲ(ယ်) (v) to dilute medicine.    ထ္ဍိုန်ဒုန် (v) to soften bamboo by soaking.    ထ္ဍိုန်ပၟတ် (v) to let a fire go down."
Reform the character of.  ခ္ဍိုန်၊ ထ္ဍိုန်။    ကျာ်ဇၞော်ထ္ဍိုန်မၞိဟ်ပရံ ညးပၠောပ်သ္ပပယျဝ်ဂၠိုၚ်  the abbot reformed many bad characters by persuading them to become monks.     ထ္ဍိုန်  to be soft.    ထ္ဍိုန်ဂဥုဲ  to dilute medicine.    ထ္ဍိုန်ဒုန်  to soften bamboo by soaking.    ထ္ဍိုန်ပၟတ်  to let a fire go down,ခဍိုန်,"1 (v) to soften, make supple, dilute, mitigate, reform the character of. [id] ခ္ဍိုန်၊ ထ္ဍိုန်။    ကျာ်ဇၞော်ထ္ဍိုန်မၞိဟ်ပရံ ညးပၠောပ်သ္ပပယျဝ်ဂၠိုၚ် (v) the abbot reformed many bad characters by persuading them to become monks.    [Der.] ထ္ဍိုန် (v) to be soft.    ထ္ဍိုန်ဂဥုဲ(ယ်) (v) to dilute medicine.    ထ္ဍိုန်ဒုန် (v) to soften bamboo by soaking.    ထ္ဍိုန်ပၟတ် (v) to let a fire go down."
Reform the character of.  ထ္ဍိုန်။    ကျာ်ဇၞော်ထ္ဍိုန်မၞိဟ်ပရံ ညးပၠောပ်သ္ပထောံပယျဝ်ဂၠိုၚ်  the abbot reformed many bad characters by persuading them to become monks.  သ္ကီုဍိုတ်ဍောတ်၊ သ္ကီုလ္ဇောတ်လၟောဝ်၊ သြောဝ်၊ သြောဝ်ဗလး။     ဍိုန်  to be soft.    ထ္ဍိုန်ဂဥုဲ  to dilute medicine.    ထ္ဍိုန်ဒုန်  to soften bamboo by soaking.   ထ္ဍိုန်ပၟတ်  to let a fire go down,ထဍိုန်,"1 (v) soften, to soften, make supple, dilute, mitigate, reform the character of. [id] ထ္ဍိုန်။    ကျာ်ဇၞော်ထ္ဍိုန်မၞိဟ်ပရံ ညးပၠောပ်သ္ပထောံပယျဝ်ဂၠိုၚ် (v) the abbot reformed many bad characters by persuading them to become monks. [Var.] သ္ကီုဍိုတ်ဍောတ်၊ သ္ကီုလ္ဇောတ်လၟောဝ်၊ သြောဝ်၊ သြောဝ်ဗလး။    [Der.] ဍိုန် (v) to be soft.    ထ္ဍိုန်ဂဥုဲ (v) to dilute medicine.    ထ္ဍိုန်ဒုန် (v) to soften bamboo by soaking.   ထ္ဍိုန်ပၟတ် (v) to let a fire go down."
Reform the character of.  ဖ္ဍိုန်။    ကျာ်ဇၞော်ဖ္ဍိုန်မၞိဟ်ပရံညးပၠောပ်စိုတ်သ္ပကဵုပယျၚ်ဂၠိုၚ်  the abbot reformed many bad characters by persuading them to become monks.  ထ္ဍိုန်။     ဍိုန်  to be soft.    ဖ္ဍိုန်ဂဥုဲ  to dilute medicine.    ဖ္ဍိုန်ဒုန်  to be soft.    ဖ္ဍိုန်ဇုတ်  to bend the back bone.  စိုတ်ကၠိ၊ စိုတ်ဍောတ်၊ ဍောတ်စိုတ်။,ဖဍိုန်,"1 (v) to soften, make supple, dilute, mitigate, reform the character of. [id] ဖ္ဍိုန်။    ကျာ်ဇၞော်ဖ္ဍိုန်မၞိဟ်ပရံညးပၠောပ်စိုတ်သ္ပကဵုပယျၚ်ဂၠိုၚ် (v) the abbot reformed many bad characters by persuading them to become monks. [Var.] ထ္ဍိုန်။    [Der.] ဍိုန် (v) to be soft.    ဖ္ဍိုန်ဂဥုဲ (v) to dilute medicine.    ဖ္ဍိုန်ဒုန် (v) to be soft.    ဖ္ဍိုန်ဇုတ် (v) to bend the back bone. [Cf.] စိုတ်ကၠိ၊ စိုတ်ဍောတ်၊ ဍောတ်စိုတ်။"
Reformation.  ဒဒှ်မပြုပြေၚ်ပြံၚ်သၠာဲထောံဒ္ဂေတ်ပဋိပတ်။,ဒဒှ်မပြုပြေၚ်ပြံၚ်သၠာဲထောံပရေၚ်မၞိဟ် ပရေၚ်ဘာသာ,(n) reformation. [id] ဒဒှ်မပြုပြေၚ်ပြံၚ်သၠာဲထောံဒ္ဂေတ်ပဋိပတ်။
