English,Mon,Original_Definition
Favourable.  မဂွံလဝ်ကဆံၚ်ညးသ္ဍိုက်မၠိုက်၊ မနွံကဵုအကာဲအရာအခေါၚ်အဝဵုခိုဟ်။,မနွံအခေါၚ်ခိုဟ်,(adj) favourable. [id] မဂွံလဝ်ကဆံၚ်ညးသ္ဍိုက်မၠိုက်၊ မနွံကဵုအကာဲအရာအခေါၚ်အဝဵုခိုဟ်။
Favoured man,တြုံလွုဲ,(n) favoured man.
Favoured woman,ဗြဴလွုဲ,"(n) favoured woman, high lady."
Favourite.   မဒးကဵုစိုတ်ဂၠိုၚ်အိုတ်၊ မဒးကဵုစိုတ်အိုတ်။,မဒှ်ကဆံၚ်ဒးကဵုစိုတ်အိုတ်,(adj) favourite. [id] (n) မဒးကဵုစိုတ်ဂၠိုၚ်အိုတ်၊ မဒးကဵုစိုတ်အိုတ်။
Fawningly,ကေတ်စမုက်မတ်,(adv) fawningly.
Façade,အကာဲအရာမုက်မတ်,"(n) façade, superficial or outward appearance, facial expression."
Façade of gateway of a pagoda,ပါၚ်မုက်အတှ်,(n) façade of gateway of a pagoda.
Fcitrifolia,ဇြဲပၞဟ်,"(n) kind of banyan tree, Ficus nervosa, Fcitrifolia."
Fealty,သ္စာ,"(n) troth, fealty, oath allegiance, oath, solemn agreement, compact allegiance, loyalty, fealty troth."
Fealty troth,သ္စာ,"(n) troth, fealty, oath allegiance, oath, solemn agreement, compact allegiance, loyalty, fealty troth."
Fear,ဓည,"(v) to respect, revere, fear."
Fear,ဗဟေက်,"(n) fear, alarm."
Fear,ဗဟေက်စိုတ်,"(n) terror, fear, alarm."
Fear,ဘယ,(n) [P.] fear.
Fear,ဘယ,"ဘယဥတြာ (n) fear, alarm."
Fear,ဘယာ,"(n) [P.] danger, fear."
Fear,သမ္ၚာ,(n) fear.
Fear,သံၚ်ဝေဂ,"(n) [LF] [P.] repentance, fear, remorse."
Fear and pleasure,တွဵုပိသာ်,"(n) three gifts, [viz.] love, fear and pleasure."
Fear of sinning,ကွေတ်သြတ္တပ္ပာ,"(n) [P. ottappom] fear of sinning, consciousness. [id] ကွေတ်ဖေက်ပါပ်ဂွပါပ်၊ ဓဝ်သြတ္တပ္ပ၊ ဓဝ်ဖေက်ပါပ်ဂွပါပ်။"
Fear of sinning,ဓဝ်သြတ္တပ္ပ,"(n) [P.] [Skt. dharma] conscientiousness, fear of sinning."
Fear with respect,ရောံဓည,(v) fear with respect.
Fear.  ဒ္ည။,ဒည,"(v) to respect, revere, fear. [id] ဒ္ည။"
Fearful calamity .  ဗဟေက်ဘယဥပတြာ။,ဗဟေက်ဗယဥပတြာ,(n) fearful calamity {the second and third parts of compound are from Skt. And one would expect pheye & upottro as else-where}. [Var.] ဗဟေက်ဘယဥပတြာ။
Fearful.    ၜှ်ောသ္ဗ  to suffer from catarrh.  ဗ။,သ္ဗ,"1 (v) to have one's breathing-passages congested or obstructed, to choke, to be in a congested condition, to be choked up.    သ္ဗသ္ပဝ် (v) to be anxious, fearful.    ၜှ်ောသ္ဗ (v) to suffer from catarrh. [Var.] ဗ။"
Fearful.  ဂွိၚ်၊ ဒ္ည၊ ဒွိၚ်၊ ဒွိၚ်ဒွာဲ၊ ဒွိၚ်သ္ၚာတ်၊ မဂွိၚ်ဂွာဲ၊ သ္ပသ္အဝ်၊ သ္ပာတ်သ္ဗ၊ သမ္ၚာတ်။,မဒှ်သွက်သ္ဒးဖေက်ရောဒည,(adj) fearful. [id] ဂွိၚ်၊ ဒ္ည၊ ဒွိၚ်၊ ဒွိၚ်ဒွာဲ၊ ဒွိၚ်သ္ၚာတ်၊ မဂွိၚ်ဂွာဲ၊ သ္ပသ္အဝ်၊ သ္ပာတ်သ္ဗ၊ သမ္ၚာတ်။
Fearlessly,ချိုတ်ချိုတ်ဂျိုၚ်ဂျိုၚ်,"(adv) daringly, fearlessly."
Feast,ပေဲါ,"(n) religious festival, dramastic entertainment, feast, festival, public entertainment, esp. given at such festival, feast, enterainment, contest, race."
Feast,ပေဲါ,"(n) religious festival, dramastic entertainment, feast, festival, public entertainment, esp. given at such festival, feast, enterainment, contest, race."
Feast,ပေါယ်,"(n) religious festival, dramastic entertainment, feast, festival, public entertainment, esp. given at such festival, feast, enterainment, contest, race."
Feast,ပေါယ်,"(n) religious festival, dramastic entertainment, feast, festival, public entertainment, esp. given at such festival, feast, enterainment, contest, race."
Feast on birth of child,စဝ်ကပေါဝ်,"(v) feast on birth of child, at which decoration of soap acacia creeper is poured on it."
Feast.  စၞသွက်မရာတ်သ္ပပြဘိုက်။,သ္ဘၚ်,"(n) festival {meat and drink served to royalty}, festival, feast. [id.] စၞသွက်မရာတ်သ္ပပြဘိုက်။"
Feather,ဂစေံ,သော်ဂစေံ (n) feather.
Feather,နှေၚ်,"(n) {colloq} wing, feather, fin. [id] သၞေၚ်၊ သော်ဂစေံ(မ်)။"
Feather,သော်,"(n) hair, feather, quill."
Feather,သော်ဂစေံ,(n) feather.
Feather,သၞေၚ်,"(n) wing, feather, fin."
Feather,သၞေၚ်လဴ,"(n) feather of an arrow, {of arrow} feather, vane. [id.] သၞေၚ်ကံလဴ။"
Feather duster,တၟဟ်သၞေၚ်စာၚ်,(n) feather duster.
Feather of an arrow,သၞေၚ်လဴ,"(n) feather of an arrow, {of arrow} feather, vane. [id.] သၞေၚ်ကံလဴ။"
Feather.  တသော်  body hair,ကသော်,"တသော်ကံ(အ်) (n) mane. [Der.] သော် (n) hair, fur, feather. [Syn.] တသော် (n) body hair."
Feathers fo arrow.  ဒရံၚ်။  နၚ်က  fin,နှေၚ်,သၞေၚ်လဴ (n) feathers fo arrow. [Cf.] ဒရံၚ်။ [Der.] နၚ်က (n) fin.
Feature,လိၚ်,"2 (n) feature, genitalia, sex, gender, the ten rules of conduct for novice monks. [Var.] ၝောံကၟက်။    လိၚ်တြုံ(ဟ်) (n) masculine, masculine gender."
Feature,အၚ်္ဂ,"(n) [P.] member, limb, portion, division, part of body, anatomical part, twelve pages of plam leaf writing, corps {of troops}, division of an army, feature, characteristic, qualification."
Featureless,မဟၟဲကဵုတၚ်နၚ်တၟေၚ်တၟေၚ်တၟဟ်တၟဟ်,(adj) featureless.
Features,ဗီုမုက်မတ်,(n) features.
Febrifuge,ဂဥုဲထပိုဟ်ဇွဟ်,(n) febrifuge.
February.  roughly corresponding to ဂိတုမာ်။,ဂိတုဝှေဗြူအာရဳ,(n) [Eng.] February. [Mon] roughly corresponding to ဂိတုမာ်။
Fecundity,ရှ်တိ,"(n) fertility, fecundity, richness (of soil)."
Fee,စရိတ်ၚုဟ်လိၚ်,"(n) wages, fee."
Fee or charge for services rendered,ၚုဟ်လိၚ်တဲ,(n) fee or charge for services rendered.
Feebleness,ဒဒှ်မဟၟဲကဵုဓတ်ကရတ်,(n) feebleness.
Feebly,နဒဒှ်မအောန်တဴကဵုဇြဟတ်,(adv) feebly.
Feed,လၚ်,"5 (v) to carry on one's hip, to look after, feed, noursih.    မိထဝ်လယ်လဝ်ကောန်တှ်ဍေံ(ဟ်) (v) Mi Htuo had her youngest astride her hip.    ယဝ်ရအဲချိုတ်အာ ညးဂှ်ဂွံလၚ်ကောန်အဲရော (v) if I die who will look after my child? [Cf.] ကဝ်၊ ခွက်၊ ဂရ၊ ဂလိၚ်၊ ဂၠေၚ်၊ စၟာဲ(ယ်)၊ တ္ၚိၚ်၊ ဒယိုန်၊ ဗာ၊ မိန်၊ ယိုက်၊ ထဵု(ဝ်)၊ ဝဳ၊ လွဳ၊ သွက်။ [Var.] လေၚ်။"
Feeder line direction towards,ဂၠံၚ်ပါ်,"(n) branch line, fork, feeder road, feeder line direction towards."
Feeder of a branch road,ဂၠံၚ်သွာၚ်,(n) feeder of a branch road.
Feeder road,ဂၠံၚ်ပါ်,"(n) branch line, fork, feeder road, feeder line direction towards."
Feeding trough for dogs,ခဏာတ်,"2 (n) feeding trough for dogs, pigs, or poultry. [id] ခၞာတ်။ [Cf.] ဂၠုၚ်။    [Der.] သာတ် (v) to feed."
Feeding trough for dogs,ခၞာတ်,"2 (n) feeding trough for dogs, pigs, or poultry. [id] ခဏာတ်။ [Cf.] ဂၠုၚ်။    [Der.] သာတ် (v) to feed."
Feeding trough for pigs,ဂၠုၚ်ကၠိက်,(n) feeding trough for pigs.
Feedingtough,ဂမၞာတ်,"1 (n) see ခၞာတ်။    ခဏာတ် (n) baler, trowel, feedingtough, sweetness, sweet thing."
Feel,ဂွံ,"3 (v) to touch, feel, palpate, bite. [id] ဒွံ(အ်)။    အ္စာသဝ်ဒွံဗုၚ်အဲ (v) the doctor felt my stomach.    ဇြုံဒွံ (v) a snake bites.    ဍာ်ဒွံဇိုၚ်ဍေံ (v) the water touched his feet. [Cf.] ဂၠာံ(မ်)၊ စုက်၊ စပ်၊ စံ(မ်)၊ ဒိ၊ ဒး၊ လုက်၊ လာံ(မ်)။    ဒွံဒး (v) to touch, to feel, to come in contact with.    ဒွံဒးဇကုဏောၚ် (v) something touched them."
Feel,စံ,"စမ် (v) to touch, feel, probe, sound, to try, assay, adverbial with imperatives, indicative of mild exhortation."
Feel,ဒွံ,"4 (v) to touch, feel, palpate.    အ္စာသဝ်ဒွံဗုၚ်အဲ(ယ်) (v) the doctor felt my stomach.    ဍာ်ဒွံဇိုၚ်ဍေံ(ဟ်) (v) the water touched his feet. [Cf] ဂၠာံ(မ်)၊ စုက်၊ စပ်၊ စံ(မ်)၊ ဒိ၊ ဒး၊ လုက်၊ လာံ(မ်)။"
Feel,ဒွံဒး,"(v) to touch, to come in contact with, feel."
Feel a burning or stinging sensation,တူ,"5 (v) to burn, be alight, to get burn, scalded, feel a burning or stinging sensation, to be burnt slightly as food in cooking. [Cf.] သ္ၚေက်၊ ဟိုဲ၊ သၠာန်၊ သၠံၚ်။    [Der.] အစံၚ်အတူ (n) distress of mind.    အကၚ်တူပၟတ် (n) blister.    တဲတူ (v) my hand is stinging.    ပၟတ်တူမံၚ် (v) the fire is alight.    ဘာတူအာ (v) the monastery is on fire.    သ္ၚိတူပၟတ် (v) the house is on fire."
Feel a dule pain in the chest,သြိုဟ်ထ္အံၚ်,"(n) feel a dule pain in the chest, feel hurt."
Feel a sense of less,ဗၠဴမံၚ်ပ္ဍဲသြိုဟ်,"(v) feel uncomfortable in the chest due to hunger, feel a sense of less."
Feel affection for,ဆာန်,"(v) to love, feel affection for."
Feel aggrieved,ဂိ,"(v) to ache, hurt, be painful, to cause to ache, to be pained, resentful, suffer, feel aggrieved."
Feel at ease,သွာ,"1 (v) feel at ease, to be easy, to improve in health, to feel easy, to be better. [id.] လောဲဗွဲ(ယ်)၊ လောဲသွာ။ [Cf.] လောဲ(ယ်)၊ သက်သာ။"
Feel comfortable in the chest,သြိုဟ်သၠဲ,"(n) feel comfortable in the chest, be relieved."
Feel constrained to do or not to do something owing to personal consideration,မုက်ဂိ,(v) feel constrained to do or not to do something owing to personal consideration.
Feel dejected.  ဍောတ်စိုတ်။  ထဍိုတ်စိုတ်။,စိုတ်ဍောတ်,"(v) to be depressed, to be dispirited, be downcast, feel dejected. [id] ဍောတ်စိုတ်။ [Cf.] ထဍိုတ်စိုတ်။"
Feel disturbed,မုက်မတ်ဟွံခိုဟ်,"(v) wear a long face, look cheerless, look sad, feel disturbed, upset, dejected."
Feel dizzy and sick,ဗ္ၜူဗ္ၜေဝ်,(v) feel dizzy and sick.
Feel doubt about,မာ,"10 (v) ယုတ်မာ (v) to be wicket, depraved.    [Der.] ပၟာ (v) to think ill of.    သၠေဟ်ပၟာ (v) suspect, feel doubt about."
Feel dull and heavy ,က္ဍိုပ်ဘိုၚ်,(v) feel dull and heavy (in the head).
Feel embarrassed,မုက်မတ်ဟွံကျေဝ်,(v) feel embarrassed.
Feel embarrassed by the sight of some body’s impropriety,ဂွကဵုမတ်,(v) feel embarrassed by the sight of some body’s impropriety.
Feel empty,ဗၠဴ,"(adj) non-homogeneous, insipid vapid, tasteless, be wanting, feel empty, be deficient."
Feel flattered,ကြဵုဇာ,"(v) to vaunt, to boast, feel flattered."
Feel fresh and cheerful,မိပ်မြဴ,(v) feel fresh and cheerful.
Feel full with food,ဗုၚ်တၟောန်,"(v) feel full with food, suffer indigestion."
Feel generous or charitable,သဒ္ဓါပါ်,(v) feel generous or charitable.
Feel his hands,ဂၠာံရံၚ်တဲဍေံ,(v) feel his hands.
Feel hot and stuffy .  က္တဴအု။  ပလက်တိတ်။,က္တဴအု,"(v) to sweat, feel hot and stuffy {because of sultry weather}. [id] က္တဴအု။ [Cf.] ပလက်တိတ်။"
Feel hot sensation in the chest,စံၚ်တူပ္ဍဲသြိုဟ်,"(v) have heart burn, feel hot sensation in the chest, be worried."
Feel hungry,ဗုၚ်ကဝဲ(ယ်),(v) feel hungry.
Feel hurt,စိုတ်ဂိ,"(v) to conceive, harbour, hostile feelings {ကဵု against}, have one’s feelings hurt, feel hurt, suffer from a sense of injustice, harbour a grievance, to have the feeling wounded. [Der.] ပၞောတ်စိုတ် (v) to have the feeling wounded. [id] ဒက်စိုတ်။"
Feel hurt,သြိုဟ်ထ္အံၚ်,"(n) feel a dule pain in the chest, feel hurt."
Feel ill at ease,မံၚ်ဟွံဒးရး,(v) feel ill at ease.
Feel lass,ကွိုၚ်ကွုဲ,"(v) to feel weary, feel lass, itude. [id] တွိုၚ်တွုဲ(ယ်)။"
Feel lassitude.  ကွိုၚ်ကွုဲ။,တွိုၚ်တွုဲ,"(v) to feel weary, feel lassitude. [id] ကွိုၚ်ကွုဲ။"
Feel lethargic,ဍောၚ်ၜိုတ်လ္ၚိုပ်လ္ၚာ,(v) feel lethargic.
Feel limb on wabbly or wobbly from extreme pain or exhaustion,အိုတ်ဇိုၚ်တဲ,(v) feel limb on wabbly or wobbly from extreme pain or exhaustion.
Feel lonely.  ဇြဟိတ်။,ဇြသ္ၚိတ်,(v) feel lonely. [id] ဇြဟိတ်။
Feel pain,ဂိဂေၚ်,(v) feel pain.
Feel pain in the chest,သြိုဟ်ဂိ,"(n) feel pain in the chest, be sore or bitter at heart."
Feel pain.  ဂိက္တာန်။,ဂျိက္တာန်,(v) feel pain. [id] ဂိက္တာန်။
Feel relieved by having good news,က္တောဝ်သိက်သၠိၚ်,"(v) be relived, be pleasant to the ear, feel relieved by having good news."
Feel relieved.  တၟံလးစှ်ေအာနူသြိုဟ်။,သာအာပ္ဍဲသြိုဟ်,(v) feel relieved. [id.] တၟံလးစှ်ေအာနူသြိုဟ်။
Feel revulsion for something.  ဇအိုတ်ဇရ။,က္ဍုဟ်မၠေံ,"မၠေံ(အ်) (v) to hate, dislike, reject, spurn, feel revulsion for something. [id] ဇအိုတ်ဇရ။"
Feel safe,သ္ဂီု,"2 (v) feel secure, feel safe, be protected {as in ဒၟာနူဂြိုပ်ကၠသ္ဂီု၊ ဒၟာနူကၠဂြိုပ်သ္ဂီု(မ်)} to be warm, to be comfortable, to be happy, to be pleasant, to be pleasing, to be agreeable.    တၞာၚ်သ္ဂီုဂၠု (v) leafy branches giving grateful shade. [Var.] ဂီု(မ်)။"
Feel safe,သ္ဂိုမ်,"2 (v) feel secure, feel safe, be protected {as in ဒၟာနူဂြိုပ်ကၠသ္ဂီု၊ ဒၟာနူကၠဂြိုပ်သ္ဂီု(မ်)} to be warm, to be comfortable, to be happy, to be pleasant, to be pleasing, to be agreeable.    တၞာၚ်သ္ဂီုဂၠု (v) leafy branches giving grateful shade. [Var.] ဂီု(မ်)။"
Feel secure,သ္ဂီု,"2 (v) feel secure, feel safe, be protected {as in ဒၟာနူဂြိုပ်ကၠသ္ဂီု၊ ဒၟာနူကၠဂြိုပ်သ္ဂီု(မ်)} to be warm, to be comfortable, to be happy, to be pleasant, to be pleasing, to be agreeable.    တၞာၚ်သ္ဂီုဂၠု (v) leafy branches giving grateful shade. [Var.] ဂီု(မ်)။"
Feel secure,သ္ဂိုမ်,"2 (v) feel secure, feel safe, be protected {as in ဒၟာနူဂြိုပ်ကၠသ္ဂီု၊ ဒၟာနူကၠဂြိုပ်သ္ဂီု(မ်)} to be warm, to be comfortable, to be happy, to be pleasant, to be pleasing, to be agreeable.    တၞာၚ်သ္ဂီုဂၠု (v) leafy branches giving grateful shade. [Var.] ဂီု(မ်)။"
Feel settled i stomach,ဗုၚ်ၜိုဟ်,(v) feel settled i stomach.
Feel sick,ၜန်ၜဲါ,"(v) to disorder procedures, feel sick, have nauseating feeling, despise to the point of nausea, disorder in stomach. [id.] စံၚ်ပရံၚ် adv) ill at ease, with a queasy feeling."
Feel small,မုက်မတ်ဍောတ်,"(n) small fry. (v) feel inferior, feel small."
Feel the pass of,ဂၠာံဆီ,"(v) feel the pulse, sound out, feel the pass of."
Feel the pulse,ဂၠာံဆီ,"(v) feel the pulse, sound out, feel the pass of."
Feel the weight of.    တော်ဆ  to consider .  ခါတ်ရံၚ်အကာဲ၊ ထေၚ်ရံၚ်၊ ဒယဵု။     ခယျ  to guess,ဆ,"5 (v) to weigh in one’s hand, feel the weight of.    တော်ဆ (v) to consider {situation}. [Cf.] ခါတ်ရံၚ်အကာဲ၊ ထေၚ်ရံၚ်၊ ဒယဵု။    [Der.] ခယျ (v) to guess."
Feel timid,ပုၚ်ခၟောဍောတ်,(v) feel timid.
Feel uncomfortable in having to use unfamiliar expressions.  လ္တာ်သၞောဲ။,လ္တာ်သၞော်,"(v) have an irrepressible desire to butt in, feel uncomfortable in having to use unfamiliar expressions. [id.] လ္တာ်သၞောဲ(ယ်)။"
Feel uncomfortable in the chest due to hunger,ဗၠဴမံၚ်ပ္ဍဲသြိုဟ်,"(v) feel uncomfortable in the chest due to hunger, feel a sense of less."
Feel unhappy,စိုတ်ကၠိ,"(v) be trouble in mind, feel unhappy, depressed."
Feel with the hand.  ဂၠာံ၊ သၠာံ။,လာံ,2 လာမ် (v) feel with the hand. [Var.] ဂၠာံ(မ်)၊ သၠာံ(မ်)။
Feel with the hand.  ဂၠာံ၊ သၠာံ။,လာမ်,2 (v) feel with the hand. [Var.] ဂၠာံ(မ်)၊ သၠာံ(မ်)။
Feel တေံညိ။,felt,ရံၚ် feel တေံညိ။
Feeler.  တသော်စံၜတ်။,တသော်ပါၚ်မဒုၚ်စသိုၚ်စၟစၟောန်,(n) feeler. [id] တသော်စံၜတ်။
Feeling of great happiness.  ပသာတ်စိုတ်။,ပသာတ်,"(n) [P. pasado] brightness, joy, serenity of mind, feeling of great happiness. [id] ပသာတ်စိုတ်။"
Feeling of ill will at another’s better fortune,အစောန်စိုတ်,"(n) envy, jealousy, feeling of ill will at another’s better fortune."
Feeling sensation,ဝေဒနာ,"(n) [P.] suffering, physical suffering, feeling sensation {painful or otherwise}, misery. [Cf.] ဒဒိုက်။"
Feeling.  ပွမနွံကဵုသ္တိ၊ ပွမနွံကဵုသ္တိဗလ။,ပွမလေပ်ဒုၚ်စသိုၚ်,(n) feeling. [id] ပွမနွံကဵုသ္တိ၊ ပွမနွံကဵုသ္တိဗလ။
Fees charges,ၚုဟ်လိၚ်,"(n) hire, wages, pay, rent, lend, loan, borrow, fees charges, emoluments."
Fees for medical attention or treatment,ၚုဟ်မးဂဥုဲ,"(n) medical fees, fees for medical attention or treatment."
Feet,ပိန်,"(v) thresh, with a stick or by trampling with one’s feet, to rub one’s legs, feet, against each other."
Feet of a sick person.  ခရံက်။  ဖရံက်။,ခရော်,"3 (n) swelling of the extremities, a slight swelling of the hand, feet of a sick person. [id] ခရံက်။ [Var.] ဖရံက်။"
Feigning,ပန,"(n) pretence, feigning, impersonation. (v) to act a part, pretend, pose. [id] ပၞ။"
Feigning,ပၞ,"(n) pretence, feigning, impersonation, impersonification. [id] သ္ပပၞ။"
Felicitation,ပွမပလံၚ်ဗ္စိုပ်ကဵုလိက်ဒဒှ်မပ္တိုန်ဂုန်မိပ်စိုတ်,(n) felicitation.
Felis viverrina bennett,ကၠလှာ,"(n) fishing cat, fishing tiger cat, Felis viverrina Bennett, cheetah, African wild animal of the cat family with black spots and long legs and able to run very fast."
Fell,ဗာ်,"1 (v) to strike with a cutting tool or weapon, slash, cut {down}, fell, to clear, to cut or hew, to severance. [Cf] ကုတ်၊ ခေပ်၊ ဂဗိုၚ်၊ တတ်၊ ထပိုတ်၊ ဒဗိုၚ်၊ ဒန်၊ ဗ္ဒောံ(မ်)၊ ရေက်။    ဗာ်ကဵုဒၞေၚ်ဂတာတဲ (v) to chop with the edge of the hand.    ဗာ်ကဵုမြဟွံလုပ် (v) if you struck him with a sword it would not cut him he is as tough as nails.    ဗာ်မၞိဟ်မွဲကဵုမြ (v) he slashed someone with sword or chopper."
Fell,ဗာက်,"1 (v) to strike with a cutting tool or weapon, slash, cut {down}, fell, to clear, to cut or hew, to severance. [Cf] ကုတ်၊ ခေပ်၊ ဂဗိုၚ်၊ တတ်၊ ထပိုတ်၊ ဒဗိုၚ်၊ ဒန်၊ ဗ္ဒောံ(မ်)၊ ရေက်။    ဗာ်ကဵုဒၞေၚ်ဂတာတဲ (v) to chop with the edge of the hand.    ဗာ်ကဵုမြဟွံလုပ် (v) if you struck him with a sword it would not cut him he is as tough as nails.    ဗာ်မၞိဟ်မွဲကဵုမြ (v) he slashed someone with sword or chopper."
Fell bored,ဂၞုဟ်,"(v) {colloq} to be lazy, fell lazy, fell bored, be bored. [Var.] လၞုဟ်။"
Fell congested in the chest,ဂြက်ပ္ဍဲသြိုဟ်,(v) fell congested in the chest.
Fell lazy,ဂၞုဟ်,"(v) {colloq} to be lazy, fell lazy, fell bored, be bored. [Var.] လၞုဟ်။"
Fell.  ဗ္ဒောံ။,ဗဒေါံ,"(v) to take down from an erect position, fell. [id] ဗ္ဒောံ(မ်)။"
Fell.  ဗ္ဒောံ။,ဗဒေါမ်,"(v) to take down from an erect position, fell. [id] ဗ္ဒောံ(မ်)။"
Fellow,အကြုံ,"အကြုဟ် (n) [colloq] man, fellow, male person. (အတြုံ / ဣဗြဴ)"
Fellow country man,ဆီတုပ်ဂကူတုပ်,"(n) people of the same race, fellow country man."
Fellow or man,အကေက်,"(n) a brighter, sharp, keen, fellow or man."
Fellow participants in religious activities,သဟာဲဓမ္မ,(n) fellow participants in religious activities.
Fellow slave,ဍိက်မွဲစွံ,(n) fellow slave.
Fellow villagers of townsman as close as akin,မသကလောကောဒေံ,(adj) fellow villagers of townsman as close as akin.
Fellow who cannot follow well informed,အဝိုဟ်,"(n) untender person, fellow who cannot follow well informed."
Fellow-sufferer,ဘဝတုပ်,"(n) person in the same boat, persons in the same adverse circumstances, fellow-sufferer."
Fellow.  ဣဗြဴ။ တြုံ  male person,အတြုံ,"(n) man, fellow. [Cf.] ဣဗြဴ။[Der.] တြုံ (n) male person."
Felonious,မသ္ဒးဒုၚ်စုတ်လဝ်ဒုဟ်အမှုရာဇဝတ်,(adj) felonious.
Felt to the jungle.    ဍေံတံက္ဍုဟ်ညးသ္ကံ  they hate each other.    ထ္အိုန်က္ဍုဟ်  to loathe.    မုက်ဍေံအဲဟွံမိက်ရံၚ် အဲက္ဍုဟ်မၠေံဍေံ  i do not want to see his face,က္ဍုဟ်,"2 (v) hate, dislike, live at enmity with.    အဲက္ဍုဟ်ဝါဒကမျူနေတ် (v) I dislike the policy of the Communists.    ကောန်သၟိုၚ်သိဒ္ဓတ္တက္ဍုဟ်မၠေံသ္ၚိကၟိန်တုဲဒဴတိတ်ဂြိုပ် (v) Prince Siddhatta, spurning the house of his kinsmen, felt to the jungle.    ဍေံတံက္ဍုဟ်ညးသ္ကံ(အ်) (v) they hate each other.    ထ္အိုန်က္ဍုဟ် (v) to loathe.    မုက်ဍေံအဲဟွံမိက်ရံၚ် အဲက္ဍုဟ်မၠေံဍေံ(ဟ်) (v) I do not want to see his face, I hate him."
Femal ကိန္နရ  nymph,ကိန္နရဳ,(n) [P. kinnari] femal ကိန္နရ (n) nymph.
Female  main component of complex object,ၝောံ,"1 (n) female {animal, bird etc.} main component of complex object, term of address to women affix denoting the feminine gender. [id.] ဗြဴ။    ဂၠဴၝောံ(အ်) (n) cow.    စာၚ်ၝောံ(အ်) (n) hen.    ဒကာၝောံ(အ်) (n) term of reference by monk to wife of person address."
Female  main component of complex object,ၝောအ်,"1 (n) female {animal, bird etc.} main component of complex object, term of address to women affix denoting the feminine gender. [id.] ဗြဴ။    ဂၠဴၝောံ(အ်) (n) cow.    စာၚ်ၝောံ(အ်) (n) hen.    ဒကာၝောံ(အ်) (n) term of reference by monk to wife of person address."
Female animal that has young,ၝောံတၠကောန်,(n) female animal that has young.
Female ascetic,သာမ္မဏဳ,"(n) [P.] novice, female ascetic, Buddhist nun."
Female attendants,ကမၠောန်,"(n) work, royal attendants, female attendants, occupation, business, enterprise, task, job, caller, calling."
Female attendants,ကမၠောန်ဗြဴဗြဴ,(n) female attendants.
Female attendants to the king and queen,မှောၚ်မှ,"(n) lesser wife of a king below the status of a queen, female attendants to the king and queen, palace women."
Female dancer.  ကချိၚ်၊ ဂချိၚ်၊ တချိၚ်၊ သၟာလှ်ေ။,လချိၚ်,(n) female dancer. [Cf.] ကချိၚ်၊ ဂချိၚ်၊ တချိၚ်၊ သၟာလှ်ေ(ဟ်)။
Female dancer.  ဂဆိၚ်၊ တဆိၚ်၊ မှာလှ်ေ၊ လဆိၚ်၊ ကချိၚ်၊ သၟာလှ်ေ။,ကဆိၚ်,(n) female dancer. [Cf.] ဂဆိၚ်၊ တဆိၚ်၊ မှာလှ်ေ၊ လဆိၚ်၊ ကချိၚ်၊ သၟာလှ်ေ။
Female dancer.  သၟာလ္ဆိၚ်  သၟာလှ်ေ။  ကဆိၚ်၊ ဂဆိၚ်၊ တဆိၚ်။,လ္ဆိၚ်,(n) female dancer. [id.] သၟာလ္ဆိၚ် [Cf.] သၟာလှ်ေ(ဟ်)။ [Var.] ကဆိၚ်၊ ဂဆိၚ်၊ တဆိၚ်။
Female dancer.  သၟာလှ်ေ။ ,တဆိၚ်,(n) female dancer. [Cf.] သၟာလှ်ေ။ [id].
Female devotee ,ရသိဗြဴ,(n) female devotee {anchorite}.
Female disciple,သာဝဏဳ,"(n) [P.] female disciple, novice. [id.] သာဝကဳ။ [Syn.] ထပိုဲ(ယ်)။"
Female friend,ပြောဲဗြဴ,(n) female friend.
Female friend or companion.  ဇွာ၊ ပဝါ၊ ပွံၚ်၊ ဖဝက်၊ ဗော်၊ ရဲ၊ လဲ၊ သဟာဲ။,ပြောဲ,(n) female friend or companion. [Cf.] ဇွာ၊ ပဝါ၊ ပွံၚ်၊ ဖဝက်၊ ဗော်၊ ရဲ၊ လဲ၊ သဟာဲ။
Female genitals,ဗဳဇ,"(n) seed, lineage, ancestry, geneology, inherent character, trait, female genitals."
Female member of a dance group,သၟာဒိၚ်,"(n) chorus, female member of a dance group."
Female naga,နာ်ဗြဴ,"(n) female Naga, Nagini."
Female pilgrim,ပြဘာတ်ဗြဴ,(n) female pilgrim.
Female qlax scanders roxburgh,ခအူ,"(n) Female Qlax scanders Roxburgh, climbing plant with bark used as febrifuge."
Female religious mendicant a nun.    ဗြဴမိန်။,ဗဴမိန်,(n) female religious mendicant a nun. [Var.] [id] {colloq} ဗြဴမိန်။
Female ruler,နာဲဗြဴ,"(n) lady, mistress, queen, female ruler."
Female sambur,က္ၜိုၚ်ၝောံ,(n) female sambur.
Female shaman,ဗြဴဒေါၚ်,"(n) female shaman, female spirit medium, fortune-teller."
Female silk-cotton tree,ပြာ်,"1 (n) female silk-cotton tree, Bombax malabaricum Decandolle. [Cf.] ဆုကြိက်၊ တၞံကြိက်။"
Female silk-cotton tree,ပြာက်,"1 (n) female silk-cotton tree, Bombax malabaricum Decandolle. [Cf.] ဆုကြိက်၊ တၞံကြိက်။"
Female slave.  ဍိက်ဗြဴဗြဴ။,ဒါသဳ,(n) [P] female slave. [id] ဍိက်ဗြဴဗြဴ။
