English,Mon,Original_Definition
Occasionally as va,စုတ်,"2 (v) to put in, into, to contribute, to put on.    ဍာ်နုၚ်သွုၚ်ဂှ် ဍာ်အိုတ်အာဣရ စုတ်ထောံဍာ်ညိ (v) the water in the  drinking water jar has run out will you put some in?    ဍေံစုတ်ဒုဟ်ကဵုကောဍေံ(ဟ်) (v) he put the blame on his brother.    တလာစုတ်လိက် (n) pillar-box. [id] စေဝ်စုတ်လိက်။    သွက်ဂွံသိုၚ်ဘာညးစုတ်သြန်ၜါလက် (v) he contributed twenty thousand rupees towards the building of the monastery, occasionally as va., making perfective aspest.    ပန်စုတ် (v) hit.    [Cf.] ပန် (v) shot at, shot.    ညာတ်စုတ်ဂတာံထဝ်ဂှ် တိုန်ဂြးမံၚ်ကဵုက္ဍိုပ်တုဲ (v) he saw the golden crab came up and comb her hair. In some phr. စုတ် (v) has an egressive sense.    အိက်စုတ် (v) to defecate.    ကၞေံစုတ် (v) to defecate.    ချဟ်ခါ်စုတ် (v) to hawk and spit.    ဆုတ်စုတ် (v) to break wind.    သယျာစုတ် (v) to urinate. [Cf.] also အ္စာစုတ်ၚေက် (n) dentist. [Cf.] ချဟ်၊ ချံ(အ်)၊ ဂၠ၊ စွံ(အ်)၊ ထပက်၊ ထောံ(အ်)၊ ပထောံ(အ်)၊ ပြိုက်၊ ဗလိုက်၊ လံၚ်၊ လဝ်၊ လောဝ်၊ သိက်။ [Var.] ထောံလဝ်။"
Occasionally combined with  to be able to,မာန်,"3 (v) to win, to beat.    ညးဂှ်မာန်ရော (v) who won?    ညးမွဲဟွံမာန်ဍေံ(ဟ်) (v) no one could beat her.    ဟွံမာန်ဇြဟတ်ကၠဂှ်(ဟ်) (v) his strength was no match for that of the tiger. As, [va.] occasionally combined with {ဂွံ(အ်)} to be able to, esp. to be physically capable of, free from impediment.    အဲမိက်ဂွံဟီုအရေဝ်ကဵုသၟိၚ်ဇၞော်မွဲစုတ် ကဵုအခေါၚ်ကဵုအဲမာန်ဟာ (v) may I have Your Honor's permission to speak to you for a moment?    ဍေံထ္ၜၚ်လျိူၚ်မသုန်စှော်ပသာမာန် (v) he can lift a weight of fifty viss.    တန်ဒှ်တိတ်မာန်လေဝ်တိတ်မာန်ဏောၚ် (v) perhaps it will be possible for it to be produced.    တ္ၚဲဏံဗှ်ေမိက်ဂွံကၠောန်မ္ဂးကၠောန်မာန်ရ (v) if you want to do it today, you can.    ဓဝ်ဒေါသဂှ်ပလေဝ်ဍေံမာန်မ္ဂးဟွံဒှ်သေက်ဇဵုညးသ္ကံရ (v) if anger could be abolished, there would be no strife.    ဗှ်ေအာအတေံမာန်ဟာ (v) are you free to go there?    ရံၚ်တ္ၚဲတုဲတီအခိၚ်မာန်ဟာ (v) can you tell the time by sun?    ရန်ကဵုဒ္ဂေတ်ဍေံပရေံတုဲဍေံမၞိဟ်ခိုဟ်မွဲဟွံသေၚ်ဂှ်တီမာန်ရ (v) if you consider the defects of his conduct you can see he is not a good person.    လ္ပကွာ်ပြဟ်အဲဗက်ဟွံမာန် (v) do not work so fast, I cannot keep up with you.    ၜိုတ်ဗှ်ေစမာန်ဂှ်စညိ (v) eat as much as you can. [Cf.] ဇၞး။ [va.] ဂွံ(အ်)၊ လာပ်။ [opp.] ကျ။"
Occasionally mark of quotation.    ကၠုၚ်မ္ဂးခိုဟ်  it will be a good thing if he comes.  ယဝ်ရ။    မ  subordinating.  to.  head.    မိက်  to wish to.    ဂး  to say.    ဗှေ်ပတှေ်ဂလာန်ကျာ်မ္ဂးဗှေ်ဗၠးဒဒိုက်ရ  if you heed the words of the buddha you will be free from misery.    မူဟိုတ်ရောမ္ဂးဂှ်အဲဟွံတီ  what the reason was i do not know?  ယဝ်ရ၊ လေဝ်။    သွက်ဂွံသ္ပဥက္ကဋ္ဌ ညးဂှ်တုပ်စိုတ်ကဵုမာံသောၚ်မ္ဂး ပ္တဴတဲအိုတ်ညိ  will all those who agree to having mearm  saong as president put up your hand?,မ္ဂး,"2 (pcs) {formal} if. also used as a connective. (adj) called, named, occasionally mark of quotation.    ကၠုၚ်မ္ဂးခိုဟ် (conj) it will be a good thing if he comes. [Cf.] ယဝ်ရ။    မ (p.) subordinating. (v) to. (n) head.    မိက် (v) to wish to.    ဂး (v) to say.    ဗှေ်ပတှေ်ဂလာန်ကျာ်မ္ဂးဗှေ်ဗၠးဒဒိုက်ရ (conj) if you heed the words of the Buddha you will be free from misery.    မူဟိုတ်ရောမ္ဂးဂှ်အဲဟွံတီ (conj) what the reason was I do not know? [Cf.] ယဝ်ရ၊ လေဝ်။    သွက်ဂွံသ္ပဥက္ကဋ္ဌ ညးဂှ်တုပ်စိုတ်ကဵုမာံသောၚ်မ္ဂး ပ္တဴတဲအိုတ်ညိ (conj) will all those who agree to having Mearm  Saong as president put up your hand?"
Occasions,ဝါရ,"(n) time, occasions."
Occult sciences,ပညာလောကဳ,"(n) the humanities and sciences, occult sciences."
Occupancy,ပွမသီကေတ်,(n) occupancy.
Occupant,မၞိဟ်လုပ်ဖျေံသ္ဇိုၚ်မံၚ်,"(n) occupant, occupier. [id] မၞိဟ်လုပ်တန်တဴ။"
Occupation,ကမၠောန်,"(n) work, royal attendants, female attendants, occupation, business, enterprise, task, job, caller, calling."
Occupation,ကလောန်,"ကမၠောန်ဇိက်ဗၞိက် (v) business, occupation."
Occupation,ကသိဝါနိဇ္ဇ,"(n) {P. kasi & vanijjam} business, occupation."
